country,president,year,mentions
Denmark,William J. Clinton,1999,1
Denmark,William J. Clinton,2000,2
Denmark,Woodrow Wilson,1918,1
Djibouti,Barack Obama,2009,1
Djibouti,Barack Obama,2010,2
Djibouti,Barack Obama,2014,11
Djibouti,Barack Obama,2015,1
Djibouti,Donald J. Trump (1st Term),2020,1
Djibouti,Donald J. Trump (2nd Term),2025,1
Djibouti,George Bush,1991,11
Djibouti,George W. Bush,2003,2
Djibouti,George W. Bush,2006,8
Djibouti,George W. Bush,2007,2
Djibouti,George W. Bush,2008,2
Djibouti,Gerald R. Ford,1976,3
Djibouti,Jimmy Carter,1977,1
Djibouti,William J. Clinton,1993,1
Dominica,Jimmy Carter,1979,1
Dominica,Ronald Reagan,1983,1
Dominica,Ronald Reagan,1985,1
Dominica,Ronald Reagan,1988,1
Dominica,William J. Clinton,1994,1
Dominican Republic,Barack Obama,2010,1
Dominican Republic,Donald J. Trump (1st Term),2020,2
Dominican Republic,Donald J. Trump (2nd Term),2025,1
Dominican Republic,George W. Bush,2005,3
Dominican Republic,George W. Bush,2007,1
Dominican Republic,Herbert Hoover,1929,1
Dominican Republic,Jimmy Carter,1978,2
Dominican Republic,John F. Kennedy,1962,1
Dominican Republic,Lyndon B. Johnson,1965,1
Dominican Republic,Lyndon B. Johnson,1967,1
Ecuador,Barack Obama,2009,1
Ecuador,Barack Obama,2013,1
Ecuador,Barack Obama,2014,1
Ecuador,Barack Obama,2016,2
Ecuador,Calvin Coolidge,1926,1
Ecuador,Calvin Coolidge,1928,1
Ecuador,Donald J. Trump (1st Term),2018,1
Ecuador,Donald J. Trump (1st Term),2019,3
Ecuador,Donald J. Trump (1st Term),2020,18
Ecuador,Donald J. Trump (2nd Term),2025,3
Ecuador,Franklin D. Roosevelt,1936,3
Ecuador,Franklin D. Roosevelt,1938,1
Ecuador,Franklin D. Roosevelt,1942,2
Ecuador,Franklin D. Roosevelt,1944,1
Ecuador,George Bush,1990,17
Ecuador,George Bush,1991,1
Ecuador,George Bush,1992,15
Ecuador,George W. Bush,2001,2
Ecuador,George W. Bush,2002,3
Ecuador,George W. Bush,2007,2
Ecuador,George W. Bush,2008,1
Ecuador,Gerald R. Ford,1975,3
Ecuador,Herbert Hoover,1928,2
Ecuador,Herbert Hoover,1929,1
Ecuador,Herbert Hoover,1930,1
Ecuador,Herbert Hoover,1932,1
Ecuador,Jimmy Carter,1977,14
Ecuador,Jimmy Carter,1979,1
Ecuador,Jimmy Carter,1980,24
Ecuador,John F. Kennedy,1961,1
Ecuador,John F. Kennedy,1962,12
Ecuador,"Joseph R. Biden, Jr.",2021,1
Ecuador,"Joseph R. Biden, Jr.",2022,4
Ecuador,"Joseph R. Biden, Jr.",2023,4
Ecuador,Lyndon B. Johnson,1968,1
Ecuador,Ronald Reagan,1983,3
Ecuador,Ronald Reagan,1984,3
Ecuador,Ronald Reagan,1986,12
Ecuador,Ronald Reagan,1988,1
Ecuador,William J. Clinton,1995,2
Ecuador,William J. Clinton,1996,1
Ecuador,William J. Clinton,1997,6
Ecuador,William J. Clinton,1998,5
Ecuador,William J. Clinton,1999,2
Ecuador,William J. Clinton,2000,3
Egypt,Barack Obama,2009,25
Egypt,Barack Obama,2010,9
Egypt,Barack Obama,2011,137
Egypt,Barack Obama,2012,24
Egypt,Barack Obama,2013,65
Egypt,Barack Obama,2014,19
Egypt,Barack Obama,2015,10
Egypt,Barack Obama,2016,10
Egypt,Calvin Coolidge,1924,1
Egypt,Calvin Coolidge,1925,5
Egypt,Calvin Coolidge,1927,1
Egypt,Donald J. Trump (1st Term),2016,3
Egypt,Donald J. Trump (1st Term),2017,30
Egypt,Donald J. Trump (1st Term),2018,9
Egypt,Donald J. Trump (1st Term),2019,29
Egypt,Donald J. Trump (1st Term),2020,9
Egypt,Donald J. Trump (2nd Term),2025,93
Egypt,Donald J. Trump (2nd Term),2026,1
Egypt,Dwight D. Eisenhower,1953,1
Egypt,Dwight D. Eisenhower,1954,11
Egypt,Dwight D. Eisenhower,1955,2
Egypt,Dwight D. Eisenhower,1956,28
Egypt,Dwight D. Eisenhower,1957,43
Egypt,Dwight D. Eisenhower,1959,3
Egypt,Dwight D. Eisenhower,1960,3
Egypt,Franklin D. Roosevelt,1939,1
Egypt,Franklin D. Roosevelt,1940,1
Egypt,Franklin D. Roosevelt,1941,7
Egypt,Franklin D. Roosevelt,1942,5
Egypt,Franklin D. Roosevelt,1943,5
Egypt,Franklin D. Roosevelt,1944,1
Egypt,Franklin D. Roosevelt,1945,1
Egypt,George Bush,1989,39
Egypt,George Bush,1990,41
Egypt,George Bush,1991,19
Egypt,George Bush,1992,3
Egypt,George W. Bush,2001,7
Egypt,George W. Bush,2002,36
Egypt,George W. Bush,2003,27
Egypt,George W. Bush,2004,24
Egypt,George W. Bush,2005,44
Egypt,George W. Bush,2006,15
Egypt,George W. Bush,2007,21
Egypt,George W. Bush,2008,54
Egypt,George W. Bush,2009,4
Egypt,Gerald R. Ford,1974,1
Egypt,Gerald R. Ford,1975,75
Egypt,Gerald R. Ford,1976,35
Egypt,Herbert Hoover,1929,1
Egypt,Herbert Hoover,1930,1
Egypt,Herbert Hoover,1932,1
Egypt,Jimmy Carter,1977,75
Egypt,Jimmy Carter,1978,196
Egypt,Jimmy Carter,1979,230
Egypt,Jimmy Carter,1980,235
Egypt,Jimmy Carter,1981,1
Egypt,John F. Kennedy,1961,2
Egypt,John F. Kennedy,1962,3
Egypt,John F. Kennedy,1963,1
Egypt,"Joseph R. Biden, Jr.",2021,6
Egypt,"Joseph R. Biden, Jr.",2022,25
Egypt,"Joseph R. Biden, Jr.",2023,20
Egypt,"Joseph R. Biden, Jr.",2024,16
Egypt,"Joseph R. Biden, Jr.",2025,2
Egypt,Lyndon B. Johnson,1965,1
Egypt,Lyndon B. Johnson,1966,2
Egypt,Lyndon B. Johnson,1967,2
Egypt,Lyndon B. Johnson,1968,1
Egypt,Richard Nixon,1970,1
Egypt,Richard Nixon,1971,2
Egypt,Richard Nixon,1972,2
Egypt,Richard Nixon,1973,3
Egypt,Richard Nixon,1974,37
Egypt,Ronald Reagan,1981,32
Egypt,Ronald Reagan,1982,38
Egypt,Ronald Reagan,1983,41
Egypt,Ronald Reagan,1984,22
Egypt,Ronald Reagan,1985,39
Egypt,Ronald Reagan,1986,3
Egypt,Ronald Reagan,1987,10
Egypt,Ronald Reagan,1988,32
Egypt,Theodore Roosevelt,1902,2
Egypt,Theodore Roosevelt,1903,1
Egypt,Theodore Roosevelt,1905,1
Egypt,William Henry Harrison,1841,1
Egypt,William J. Clinton,1993,50
Egypt,William J. Clinton,1994,23
Egypt,William J. Clinton,1995,52
Egypt,William J. Clinton,1996,41
Egypt,William J. Clinton,1997,18
Egypt,William J. Clinton,1998,16
Egypt,William J. Clinton,1999,15
Egypt,William J. Clinton,2000,32
Egypt,William J. Clinton,2001,1
Egypt,Woodrow Wilson,1917,1
El Salvador,Barack Obama,2009,1
El Salvador,Barack Obama,2010,11
El Salvador,Barack Obama,2011,51
El Salvador,Barack Obama,2012,3
El Salvador,Barack Obama,2014,1
El Salvador,Barack Obama,2015,2
El Salvador,Barack Obama,2016,4
El Salvador,Barack Obama,2017,1
El Salvador,Calvin Coolidge,1928,1
El Salvador,Donald J. Trump (1st Term),2018,24
El Salvador,Donald J. Trump (1st Term),2019,55
El Salvador,Donald J. Trump (1st Term),2020,29
El Salvador,Donald J. Trump (1st Term),2021,4
El Salvador,Donald J. Trump (1st Term),2024,2
El Salvador,Donald J. Trump (2nd Term),2025,81
El Salvador,Dwight D. Eisenhower,1959,3
El Salvador,George Bush,1989,57
El Salvador,George Bush,1990,14
El Salvador,George Bush,1991,18
El Salvador,George Bush,1992,6
El Salvador,George W. Bush,2001,6
El Salvador,George W. Bush,2002,44
El Salvador,George W. Bush,2003,3
El Salvador,George W. Bush,2004,9
El Salvador,George W. Bush,2005,4
El Salvador,George W. Bush,2007,22
El Salvador,George W. Bush,2008,11
El Salvador,Gerald R. Ford,1976,1
El Salvador,Jimmy Carter,1977,12
El Salvador,Jimmy Carter,1980,3
El Salvador,Jimmy Carter,1981,2
El Salvador,John F. Kennedy,1961,1
El Salvador,John F. Kennedy,1963,1
El Salvador,"Joseph R. Biden, Jr.",2021,8
El Salvador,"Joseph R. Biden, Jr.",2023,4
El Salvador,Lyndon B. Johnson,1965,1
El Salvador,Lyndon B. Johnson,1968,8
El Salvador,Richard Nixon,1969,1
El Salvador,Richard Nixon,1972,1
El Salvador,Ronald Reagan,1981,43
El Salvador,Ronald Reagan,1982,56
El Salvador,Ronald Reagan,1983,165
El Salvador,Ronald Reagan,1984,116
El Salvador,Ronald Reagan,1985,51
El Salvador,Ronald Reagan,1986,61
El Salvador,Ronald Reagan,1987,29
El Salvador,Ronald Reagan,1988,28
El Salvador,William J. Clinton,1993,10
El Salvador,William J. Clinton,1995,3
El Salvador,William J. Clinton,1996,3
El Salvador,William J. Clinton,1997,7
El Salvador,William J. Clinton,1998,9
El Salvador,William J. Clinton,1999,11
El Salvador,William J. Clinton,2000,2
Eritrea,Barack Obama,2012,1
Eritrea,Barack Obama,2015,1
Eritrea,Donald J. Trump (1st Term),2018,1
Eritrea,Donald J. Trump (1st Term),2019,2
Eritrea,George W. Bush,2001,1
Eritrea,George W. Bush,2006,1
Eritrea,George W. Bush,2007,1
Eritrea,George W. Bush,2008,3
Eritrea,Jimmy Carter,1978,2
Eritrea,William J. Clinton,1993,3
Eritrea,William J. Clinton,1994,1
Eritrea,William J. Clinton,1999,12
Eritrea,William J. Clinton,2000,8
Estonia,Barack Obama,2011,1
Estonia,Barack Obama,2013,3
Estonia,Barack Obama,2014,55
Estonia,Barack Obama,2016,2
Estonia,Donald J. Trump (1st Term),2018,8
Estonia,Donald J. Trump (1st Term),2019,2
Estonia,Donald J. Trump (1st Term),2020,1
Estonia,Donald J. Trump (2nd Term),2025,3
Estonia,Dwight D. Eisenhower,1957,2
Estonia,Franklin D. Roosevelt,1939,1
Estonia,George Bush,1989,1
Estonia,George Bush,1990,5
Estonia,George Bush,1991,12
Estonia,George Bush,1992,2
Estonia,George W. Bush,2002,6
Estonia,George W. Bush,2003,3
Estonia,George W. Bush,2004,4
Estonia,George W. Bush,2005,15
Estonia,George W. Bush,2006,24
Estonia,George W. Bush,2007,16
Estonia,George W. Bush,2008,4
Estonia,Gerald R. Ford,1975,1
Estonia,Herbert Hoover,1929,1
Estonia,Herbert Hoover,1931,1
Estonia,Jimmy Carter,1979,1
Estonia,"Joseph R. Biden, Jr.",2021,1
Estonia,"Joseph R. Biden, Jr.",2022,5
Estonia,"Joseph R. Biden, Jr.",2023,3
Estonia,"Joseph R. Biden, Jr.",2024,1
Estonia,Ronald Reagan,1983,2
Estonia,William J. Clinton,1993,3
Estonia,William J. Clinton,1994,33
Estonia,William J. Clinton,1995,3
Estonia,William J. Clinton,1996,2
Estonia,William J. Clinton,1997,2
Estonia,William J. Clinton,1998,10
Estonia,William J. Clinton,1999,2
Estonia,William J. Clinton,2000,2
Ethiopia,Barack Obama,2009,1
Ethiopia,Barack Obama,2010,2
Ethiopia,Barack Obama,2012,4
Ethiopia,Barack Obama,2013,6
Ethiopia,Barack Obama,2014,16
Ethiopia,Barack Obama,2015,106
Ethiopia,Barack Obama,2016,6
Ethiopia,Donald J. Trump (1st Term),2017,1
Ethiopia,Donald J. Trump (1st Term),2020,7
Ethiopia,Donald J. Trump (2nd Term),2025,9
Ethiopia,Donald J. Trump (2nd Term),2026,1
Ethiopia,Dwight D. Eisenhower,1954,4
Ethiopia,Dwight D. Eisenhower,1957,3
Ethiopia,Dwight D. Eisenhower,1958,2
Ethiopia,Dwight D. Eisenhower,1960,1
Ethiopia,Franklin D. Roosevelt,1935,1
Ethiopia,Franklin D. Roosevelt,1938,1
Ethiopia,Franklin D. Roosevelt,1941,1
Ethiopia,Franklin D. Roosevelt,1942,2
Ethiopia,Franklin D. Roosevelt,1945,1
Ethiopia,George Bush,1989,4
Ethiopia,George Bush,1990,4
Ethiopia,George Bush,1991,13
Ethiopia,George Bush,1992,5
Ethiopia,George W. Bush,2001,1
Ethiopia,George W. Bush,2002,4
Ethiopia,George W. Bush,2003,2
Ethiopia,George W. Bush,2006,2
Ethiopia,George W. Bush,2007,2
Ethiopia,George W. Bush,2008,9
Ethiopia,Gerald R. Ford,1976,4
Ethiopia,Herbert Hoover,1929,1
Ethiopia,Jimmy Carter,1977,10
Ethiopia,Jimmy Carter,1978,43
Ethiopia,Jimmy Carter,1979,1
Ethiopia,Jimmy Carter,1980,15
Ethiopia,Jimmy Carter,1981,1
Ethiopia,John F. Kennedy,1962,3
Ethiopia,John F. Kennedy,1963,6
Ethiopia,"Joseph R. Biden, Jr.",2021,5
Ethiopia,"Joseph R. Biden, Jr.",2022,1
Ethiopia,Lyndon B. Johnson,1966,1
Ethiopia,Lyndon B. Johnson,1967,5
Ethiopia,Richard Nixon,1969,3
Ethiopia,Richard Nixon,1970,1
Ethiopia,Richard Nixon,1973,3
Ethiopia,Ronald Reagan,1981,1
Ethiopia,Ronald Reagan,1982,2
Ethiopia,Ronald Reagan,1983,8
Ethiopia,Ronald Reagan,1984,9
Ethiopia,Ronald Reagan,1985,28
Ethiopia,Ronald Reagan,1986,7
Ethiopia,Ronald Reagan,1987,18
Ethiopia,Ronald Reagan,1988,16
Ethiopia,William J. Clinton,1993,4
Ethiopia,William J. Clinton,1994,1
Ethiopia,William J. Clinton,1995,2
Ethiopia,William J. Clinton,1997,2
Ethiopia,William J. Clinton,1998,5
Ethiopia,William J. Clinton,1999,12
Ethiopia,William J. Clinton,2000,8
Fiji,Barack Obama,2016,1
Fiji,George Bush,1992,2
Fiji,George W. Bush,2002,1
Fiji,George W. Bush,2007,1
Fiji,"Joseph R. Biden, Jr.",2021,1
Fiji,"Joseph R. Biden, Jr.",2022,1
Fiji,"Joseph R. Biden, Jr.",2023,3
Fiji,"Joseph R. Biden, Jr.",2024,1
Fiji,Ronald Reagan,1984,7
Fiji,William J. Clinton,2000,1
Finland,Barack Obama,2009,1
Finland,Barack Obama,2012,3
Finland,Barack Obama,2014,1
Finland,Barack Obama,2015,2
Finland,Barack Obama,2016,5
Finland,Donald J. Trump (1st Term),2017,36
Finland,Donald J. Trump (1st Term),2018,8
Finland,Donald J. Trump (1st Term),2019,55
Finland,Donald J. Trump (1st Term),2020,15
Finland,Donald J. Trump (2nd Term),2025,66
Finland,Dwight D. Eisenhower,1957,1
Finland,Franklin D. Roosevelt,1934,1
Finland,Franklin D. Roosevelt,1936,1
Finland,Franklin D. Roosevelt,1938,4
Finland,Franklin D. Roosevelt,1939,6
Finland,Franklin D. Roosevelt,1940,7
Finland,Franklin D. Roosevelt,1942,2
Finland,Franklin D. Roosevelt,1944,2
Finland,George Bush,1989,1
Finland,George Bush,1990,15
Finland,George Bush,1991,13
Finland,George Bush,1992,3
Finland,George W. Bush,2005,1
Finland,George W. Bush,2006,1
Finland,George W. Bush,2008,2
Finland,Gerald R. Ford,1975,4
Finland,Gerald R. Ford,1976,20
Finland,Herbert Hoover,1929,1
Finland,Herbert Hoover,1931,1
Finland,Herbert Hoover,1932,1
Finland,John F. Kennedy,1961,7
Finland,John F. Kennedy,1962,1
Finland,"Joseph R. Biden, Jr.",2022,64
Finland,"Joseph R. Biden, Jr.",2023,38
Finland,"Joseph R. Biden, Jr.",2024,18
Finland,"Joseph R. Biden, Jr.",2025,2
Finland,Lyndon B. Johnson,1964,2
Finland,Lyndon B. Johnson,1966,4
Finland,Lyndon B. Johnson,1967,1
Finland,Richard Nixon,1970,9
Finland,Richard Nixon,1972,1
Finland,Ronald Reagan,1983,7
Finland,Ronald Reagan,1984,1
Finland,Ronald Reagan,1985,1
Finland,Ronald Reagan,1988,19
Finland,Theodore Roosevelt,1905,1
Finland,William J. Clinton,1994,7
Finland,William J. Clinton,1996,1
Finland,William J. Clinton,1997,15
Finland,William J. Clinton,1999,2
Finland,William J. Clinton,2000,2
Finland,Woodrow Wilson,1918,1
France,Barack Obama,2009,91
France,Barack Obama,2010,31
France,Barack Obama,2011,37
France,Barack Obama,2012,15
France,Barack Obama,2013,20
France,Barack Obama,2014,126
France,Barack Obama,2015,96
France,Barack Obama,2016,34
France,Barack Obama,2017,1
France,Calvin Coolidge,1923,6
France,Calvin Coolidge,1924,17
France,Calvin Coolidge,1925,14
France,Calvin Coolidge,1926,4
France,Calvin Coolidge,1927,11
France,Calvin Coolidge,1928,15
France,Calvin Coolidge,1929,1
France,Donald J. Trump (1st Term),2016,1
France,Donald J. Trump (1st Term),2017,48
France,Donald J. Trump (1st Term),2018,100
France,Donald J. Trump (1st Term),2019,186
France,Donald J. Trump (1st Term),2020,118
France,Donald J. Trump (2nd Term),2025,128
France,Donald J. Trump (2nd Term),2026,5
France,Dwight D. Eisenhower,1953,16
France,Dwight D. Eisenhower,1954,25
France,Dwight D. Eisenhower,1955,3
France,Dwight D. Eisenhower,1956,21
France,Dwight D. Eisenhower,1957,31
France,Dwight D. Eisenhower,1958,10
France,Dwight D. Eisenhower,1959,27
France,Dwight D. Eisenhower,1960,29
France,Franklin D. Roosevelt,1933,6
France,Franklin D. Roosevelt,1934,6
France,Franklin D. Roosevelt,1935,5
France,Franklin D. Roosevelt,1936,11
France,Franklin D. Roosevelt,1937,11
France,Franklin D. Roosevelt,1938,7
France,Franklin D. Roosevelt,1939,12
France,Franklin D. Roosevelt,1940,12
France,Franklin D. Roosevelt,1941,14
France,Franklin D. Roosevelt,1942,31
France,Franklin D. Roosevelt,1943,38
France,Franklin D. Roosevelt,1944,41
France,Franklin D. Roosevelt,1945,7
France,George Bush,1989,46
France,George Bush,1990,73
France,George Bush,1991,51
France,George Bush,1992,28
France,George Bush,1993,1
France,George W. Bush,2001,18
France,George W. Bush,2002,42
France,George W. Bush,2003,55
France,George W. Bush,2004,70
France,George W. Bush,2005,67
France,George W. Bush,2006,55
France,George W. Bush,2007,66
France,George W. Bush,2008,44
France,George Washington,1793,1
France,Gerald R. Ford,1974,10
France,Gerald R. Ford,1975,7
France,Gerald R. Ford,1976,59
France,Grover Cleveland,1886,1
France,Herbert Hoover,1929,5
France,Herbert Hoover,1930,8
France,Herbert Hoover,1931,5
France,Herbert Hoover,1932,2
France,James Monroe,1821,1
France,Jimmy Carter,1977,123
France,Jimmy Carter,1978,91
France,Jimmy Carter,1979,24
France,Jimmy Carter,1980,40
France,Jimmy Carter,1981,1
France,John Adams,1797,9
France,John Adams,1798,10
France,John Adams,1799,1
France,John Adams,1800,1
France,John F. Kennedy,1961,77
France,John F. Kennedy,1962,34
France,John F. Kennedy,1963,60
France,"Joseph R. Biden, Jr.",2021,28
France,"Joseph R. Biden, Jr.",2022,61
France,"Joseph R. Biden, Jr.",2023,23
France,"Joseph R. Biden, Jr.",2024,66
France,"Joseph R. Biden, Jr.",2025,1
France,Lyndon B. Johnson,1963,1
France,Lyndon B. Johnson,1964,20
France,Lyndon B. Johnson,1965,8
France,Lyndon B. Johnson,1966,16
France,Lyndon B. Johnson,1967,14
France,Lyndon B. Johnson,1968,9
France,Richard Nixon,1969,16
France,Richard Nixon,1970,40
France,Richard Nixon,1971,23
France,Richard Nixon,1972,9
France,Richard Nixon,1973,10
France,Richard Nixon,1974,23
France,Ronald Reagan,1964,1
France,Ronald Reagan,1981,40
France,Ronald Reagan,1982,52
France,Ronald Reagan,1983,32
France,Ronald Reagan,1984,46
France,Ronald Reagan,1985,39
France,Ronald Reagan,1986,37
France,Ronald Reagan,1987,58
France,Ronald Reagan,1988,33
France,Ronald Reagan,1989,1
France,Theodore Roosevelt,1902,8
France,Theodore Roosevelt,1903,5
France,Theodore Roosevelt,1905,1
France,Theodore Roosevelt,1910,5
France,Warren G. Harding,1921,9
France,Warren G. Harding,1922,3
France,Warren G. Harding,1923,3
France,William Howard Taft,1909,3
France,William Howard Taft,1912,1
France,William J. Clinton,1993,49
France,William J. Clinton,1994,58
France,William J. Clinton,1995,30
France,William J. Clinton,1996,70
France,William J. Clinton,1997,42
France,William J. Clinton,1998,14
France,William J. Clinton,1999,78
France,William J. Clinton,2000,24
France,Woodrow Wilson,1917,6
France,Woodrow Wilson,1918,20
France,Woodrow Wilson,1919,155
Gabon,Barack Obama,2009,1
Gabon,Donald J. Trump (2nd Term),2025,3
Gabon,"Joseph R. Biden, Jr.",2022,1
Gabon,Ronald Reagan,1987,3
Gambia,Franklin D. Roosevelt,1943,2
Gambia,Franklin D. Roosevelt,1944,10
Gambia,George W. Bush,2001,2
Gambia,"Joseph R. Biden, Jr.",2022,1
Georgia,Abraham Lincoln,1860,1
Georgia,Andrew Johnson,1865,1
Georgia,Barack Obama,2008,2
Georgia,Barack Obama,2009,12
Georgia,Barack Obama,2010,17
Georgia,Barack Obama,2011,5
Georgia,Barack Obama,2012,25
Georgia,Barack Obama,2013,18
Georgia,Barack Obama,2014,20
Georgia,Barack Obama,2015,9
Georgia,Barack Obama,2016,14
Georgia,Calvin Coolidge,1923,1
Georgia,Calvin Coolidge,1925,2
Georgia,Calvin Coolidge,1926,1
Georgia,Calvin Coolidge,1927,1
Georgia,Donald J. Trump (1st Term),2016,1
Georgia,Donald J. Trump (1st Term),2017,17
Georgia,Donald J. Trump (1st Term),2018,179
Georgia,Donald J. Trump (1st Term),2019,63
Georgia,Donald J. Trump (1st Term),2020,182
Georgia,Donald J. Trump (1st Term),2021,115
Georgia,Donald J. Trump (1st Term),2024,1
Georgia,Donald J. Trump (2nd Term),2025,48
Georgia,Donald J. Trump (2nd Term),2026,2
Georgia,Dwight D. Eisenhower,1953,2
Georgia,Dwight D. Eisenhower,1954,5
Georgia,Dwight D. Eisenhower,1955,2
Georgia,Dwight D. Eisenhower,1956,2
Georgia,Dwight D. Eisenhower,1957,2
Georgia,Dwight D. Eisenhower,1958,1
Georgia,Dwight D. Eisenhower,1959,2
Georgia,Dwight D. Eisenhower,1960,1
Georgia,Franklin D. Roosevelt,1933,14
Georgia,Franklin D. Roosevelt,1934,5
Georgia,Franklin D. Roosevelt,1935,11
Georgia,Franklin D. Roosevelt,1936,17
Georgia,Franklin D. Roosevelt,1937,3
Georgia,Franklin D. Roosevelt,1938,44
Georgia,Franklin D. Roosevelt,1939,6
Georgia,Franklin D. Roosevelt,1940,2
Georgia,Franklin D. Roosevelt,1941,3
Georgia,Franklin D. Roosevelt,1942,3
Georgia,Franklin D. Roosevelt,1944,6
Georgia,George Bush,1989,14
Georgia,George Bush,1990,24
Georgia,George Bush,1991,12
Georgia,George Bush,1992,67
Georgia,George W. Bush,2001,28
Georgia,George W. Bush,2002,79
Georgia,George W. Bush,2003,17
Georgia,George W. Bush,2004,61
Georgia,George W. Bush,2005,126
Georgia,George W. Bush,2006,91
Georgia,George W. Bush,2007,27
Georgia,George W. Bush,2008,142
Georgia,George Washington,1794,1
Georgia,George Washington,1795,1
Georgia,Gerald R. Ford,1975,28
Georgia,Gerald R. Ford,1976,95
Georgia,Herbert Hoover,1929,1
Georgia,Herbert Hoover,1930,2
Georgia,Jimmy Carter,1977,219
Georgia,Jimmy Carter,1978,213
Georgia,Jimmy Carter,1979,112
Georgia,Jimmy Carter,1980,225
Georgia,Jimmy Carter,1981,2
Georgia,John F. Kennedy,1961,2
Georgia,John F. Kennedy,1962,3
Georgia,John F. Kennedy,1963,8
Georgia,"Joseph R. Biden, Jr.",2020,2
Georgia,"Joseph R. Biden, Jr.",2021,73
Georgia,"Joseph R. Biden, Jr.",2022,62
Georgia,"Joseph R. Biden, Jr.",2023,26
Georgia,"Joseph R. Biden, Jr.",2024,61
Georgia,"Joseph R. Biden, Jr.",2025,4
Georgia,Lyndon B. Johnson,1963,1
Georgia,Lyndon B. Johnson,1964,92
Georgia,Lyndon B. Johnson,1965,6
Georgia,Lyndon B. Johnson,1966,3
Georgia,Lyndon B. Johnson,1967,4
Georgia,Lyndon B. Johnson,1968,21
Georgia,Lyndon B. Johnson,1969,8
Georgia,Richard Nixon,1970,6
Georgia,Richard Nixon,1971,3
Georgia,Richard Nixon,1972,7
Georgia,Richard Nixon,1973,3
Georgia,Richard Nixon,1974,1
Georgia,Ronald Reagan,1981,2
Georgia,Ronald Reagan,1982,6
Georgia,Ronald Reagan,1983,9
Georgia,Ronald Reagan,1984,13
Georgia,Ronald Reagan,1985,7
Georgia,Ronald Reagan,1986,33
Georgia,Ronald Reagan,1987,6
Georgia,Ronald Reagan,1988,7
Georgia,Theodore Roosevelt,1902,5
Georgia,Theodore Roosevelt,1903,1
Georgia,Theodore Roosevelt,1905,4
Georgia,Theodore Roosevelt,1910,1
Georgia,Warren G. Harding,1921,6
Georgia,William Howard Taft,1909,13
Georgia,William Howard Taft,1910,1
Georgia,William Howard Taft,1911,1
Georgia,William J. Clinton,1993,28
Georgia,William J. Clinton,1994,64
Georgia,William J. Clinton,1995,27
Georgia,William J. Clinton,1996,37
Georgia,William J. Clinton,1997,39
Georgia,William J. Clinton,1998,21
Georgia,William J. Clinton,1999,49
Georgia,William J. Clinton,2000,23
Georgia,William J. Clinton,2008,1
Georgia,William McKinley,1898,1
Germany,Barack Obama,2009,99
Germany,Barack Obama,2010,67
Germany,Barack Obama,2011,65
Germany,Barack Obama,2012,34
Germany,Barack Obama,2013,57
Germany,Barack Obama,2014,53
Germany,Barack Obama,2015,74
Germany,Barack Obama,2016,99
Germany,Calvin Coolidge,1923,17
Germany,Calvin Coolidge,1924,17
Germany,Calvin Coolidge,1925,10
Germany,Calvin Coolidge,1926,1
Germany,Calvin Coolidge,1927,4
Germany,Calvin Coolidge,1928,9
Germany,Calvin Coolidge,1929,3
Germany,Donald J. Trump (1st Term),2017,51
Germany,Donald J. Trump (1st Term),2018,129
Germany,Donald J. Trump (1st Term),2019,199
Germany,Donald J. Trump (1st Term),2020,222
Germany,Donald J. Trump (1st Term),2021,28
Germany,Donald J. Trump (1st Term),2024,1
Germany,Donald J. Trump (2nd Term),2025,122
Germany,Donald J. Trump (2nd Term),2026,1
Germany,Dwight D. Eisenhower,1953,27
Germany,Dwight D. Eisenhower,1954,16
Germany,Dwight D. Eisenhower,1955,20
Germany,Dwight D. Eisenhower,1956,4
Germany,Dwight D. Eisenhower,1957,13
Germany,Dwight D. Eisenhower,1958,12
Germany,Dwight D. Eisenhower,1959,46
Germany,Dwight D. Eisenhower,1960,11
Germany,Franklin D. Roosevelt,1933,1
Germany,Franklin D. Roosevelt,1934,2
Germany,Franklin D. Roosevelt,1935,1
Germany,Franklin D. Roosevelt,1938,18
Germany,Franklin D. Roosevelt,1939,10
Germany,Franklin D. Roosevelt,1940,19
Germany,Franklin D. Roosevelt,1941,42
Germany,Franklin D. Roosevelt,1942,28
Germany,Franklin D. Roosevelt,1943,36
Germany,Franklin D. Roosevelt,1944,40
Germany,Franklin D. Roosevelt,1945,41
Germany,George Bush,1989,57
Germany,George Bush,1990,241
Germany,George Bush,1991,64
Germany,George Bush,1992,183
Germany,George W. Bush,2001,29
Germany,George W. Bush,2002,55
Germany,George W. Bush,2003,53
Germany,George W. Bush,2004,75
Germany,George W. Bush,2005,97
Germany,George W. Bush,2006,173
Germany,George W. Bush,2007,76
Germany,George W. Bush,2008,42
Germany,George W. Bush,2011,1
Germany,Gerald R. Ford,1974,4
Germany,Gerald R. Ford,1975,10
Germany,Gerald R. Ford,1976,4
Germany,Herbert Hoover,1929,2
Germany,Herbert Hoover,1930,1
Germany,Herbert Hoover,1931,17
Germany,Herbert Hoover,1932,15
Germany,Jimmy Carter,1977,60
Germany,Jimmy Carter,1978,81
Germany,Jimmy Carter,1979,27
Germany,Jimmy Carter,1980,65
Germany,Jimmy Carter,1981,1
Germany,John F. Kennedy,1961,70
Germany,John F. Kennedy,1962,21
Germany,John F. Kennedy,1963,66
Germany,"Joseph R. Biden, Jr.",2021,44
