country,president,year,mentions
United States,"Joseph R. Biden, Jr.",2025,3
United States,Lyndon B. Johnson,1963,2
United States,Lyndon B. Johnson,1964,42
United States,Lyndon B. Johnson,1965,27
United States,Lyndon B. Johnson,1966,15
United States,Lyndon B. Johnson,1967,21
United States,Lyndon B. Johnson,1968,27
United States,Lyndon B. Johnson,1969,2
United States,Richard Nixon,1969,14
United States,Richard Nixon,1970,25
United States,Richard Nixon,1971,16
United States,Richard Nixon,1972,18
United States,Richard Nixon,1973,16
United States,Richard Nixon,1974,6
United States,Ronald Reagan,1981,20
United States,Ronald Reagan,1982,33
United States,Ronald Reagan,1983,29
United States,Ronald Reagan,1984,43
United States,Ronald Reagan,1985,20
United States,Ronald Reagan,1986,23
United States,Ronald Reagan,1987,21
United States,Ronald Reagan,1988,30
United States,Theodore Roosevelt,1902,1
United States,Theodore Roosevelt,1903,4
United States,Theodore Roosevelt,1905,3
United States,Theodore Roosevelt,1910,1
United States,Warren G. Harding,1921,2
United States,Warren G. Harding,1922,1
United States,Warren G. Harding,1923,1
United States,William Howard Taft,1908,1
United States,William Howard Taft,1909,3
United States,William J. Clinton,1993,51
United States,William J. Clinton,1994,53
United States,William J. Clinton,1995,38
United States,William J. Clinton,1996,49
United States,William J. Clinton,1997,35
United States,William J. Clinton,1998,36
United States,William J. Clinton,1999,36
United States,William J. Clinton,2000,54
United States,William J. Clinton,2001,6
United States,Woodrow Wilson,1915,1
United States,Woodrow Wilson,1918,5
United States,Woodrow Wilson,1919,2
Uruguay,Barack Obama,2011,1
Uruguay,Barack Obama,2014,6
Uruguay,Barack Obama,2016,1
Uruguay,Calvin Coolidge,1926,1
Uruguay,Calvin Coolidge,1928,1
Uruguay,Donald J. Trump (2nd Term),2025,1
Uruguay,Dwight D. Eisenhower,1958,1
