state,abbr,president,year,mentions
Tennessee,TN,Lyndon B. Johnson,1964,36
Tennessee,TN,Lyndon B. Johnson,1965,11
Tennessee,TN,Lyndon B. Johnson,1966,15
Tennessee,TN,Lyndon B. Johnson,1967,17
Tennessee,TN,Lyndon B. Johnson,1968,19
Tennessee,TN,Richard Nixon,1969,3
Tennessee,TN,Richard Nixon,1970,16
Tennessee,TN,Richard Nixon,1971,2
Tennessee,TN,Richard Nixon,1972,5
Tennessee,TN,Richard Nixon,1973,5
Tennessee,TN,Richard Nixon,1974,8
Tennessee,TN,Ronald Reagan,1981,1
Tennessee,TN,Ronald Reagan,1982,19
Tennessee,TN,Ronald Reagan,1983,19
Tennessee,TN,Ronald Reagan,1984,20
Tennessee,TN,Ronald Reagan,1985,12
Tennessee,TN,Ronald Reagan,1986,7
Tennessee,TN,Ronald Reagan,1987,7
Tennessee,TN,Ronald Reagan,1988,5
Tennessee,TN,Theodore Roosevelt,1902,10
Tennessee,TN,Warren G. Harding,1921,1
Tennessee,TN,William Howard Taft,1910,2
Tennessee,TN,William J. Clinton,1993,21
Tennessee,TN,William J. Clinton,1994,17
Tennessee,TN,William J. Clinton,1995,19
Tennessee,TN,William J. Clinton,1996,67
Tennessee,TN,William J. Clinton,1997,15
Tennessee,TN,William J. Clinton,1998,24
Tennessee,TN,William J. Clinton,1999,34
Tennessee,TN,William J. Clinton,2000,14
Tennessee,TN,William J. Clinton,2001,1
Tennessee,TN,Woodrow Wilson,1919,1
Texas,TX,Barack Obama,2009,34
Texas,TX,Barack Obama,2010,32
Texas,TX,Barack Obama,2011,40
Texas,TX,Barack Obama,2012,32
Texas,TX,Barack Obama,2013,64
Texas,TX,Barack Obama,2014,54
Texas,TX,Barack Obama,2015,53
Texas,TX,Barack Obama,2016,94
Texas,TX,Calvin Coolidge,1924,1
Texas,TX,Calvin Coolidge,1925,1
Texas,TX,Calvin Coolidge,1927,2
Texas,TX,Donald J. Trump (1st Term),2017,175
Texas,TX,Donald J. Trump (1st Term),2018,188
Texas,TX,Donald J. Trump (1st Term),2019,344
Texas,TX,Donald J. Trump (1st Term),2020,469
Texas,TX,Donald J. Trump (1st Term),2021,6
Texas,TX,Donald J. Trump (2nd Term),2025,175
Texas,TX,Donald J. Trump (2nd Term),2026,2
Texas,TX,Dwight D. Eisenhower,1953,18
Texas,TX,Dwight D. Eisenhower,1954,16
Texas,TX,Dwight D. Eisenhower,1955,4
Texas,TX,Dwight D. Eisenhower,1956,19
Texas,TX,Dwight D. Eisenhower,1957,10
Texas,TX,Dwight D. Eisenhower,1958,3
Texas,TX,Dwight D. Eisenhower,1959,5
Texas,TX,Dwight D. Eisenhower,1960,6
Texas,TX,Franklin D. Roosevelt,1934,3
Texas,TX,Franklin D. Roosevelt,1935,1
Texas,TX,Franklin D. Roosevelt,1936,37
Texas,TX,Franklin D. Roosevelt,1937,4
Texas,TX,Franklin D. Roosevelt,1938,10
Texas,TX,Franklin D. Roosevelt,1940,2
Texas,TX,Franklin D. Roosevelt,1941,1
Texas,TX,Franklin D. Roosevelt,1942,3
Texas,TX,Franklin D. Roosevelt,1944,1
Texas,TX,George Bush,1988,2
Texas,TX,George Bush,1989,156
Texas,TX,George Bush,1990,155
Texas,TX,George Bush,1991,63
Texas,TX,George Bush,1992,174
Texas,TX,George Bush,1993,2
Texas,TX,George W. Bush,2000,10
Texas,TX,George W. Bush,2001,316
Texas,TX,George W. Bush,2002,334
Texas,TX,George W. Bush,2003,145
Texas,TX,George W. Bush,2004,280
Texas,TX,George W. Bush,2005,227
Texas,TX,George W. Bush,2006,246
Texas,TX,George W. Bush,2007,126
Texas,TX,George W. Bush,2008,148
Texas,TX,George W. Bush,2009,17
Texas,TX,George W. Bush,2016,2
Texas,TX,Gerald R. Ford,1974,2
Texas,TX,Gerald R. Ford,1975,39
Texas,TX,Gerald R. Ford,1976,255
Texas,TX,Herbert Hoover,1929,3
Texas,TX,Herbert Hoover,1930,1
Texas,TX,Herbert Hoover,1931,3
Texas,TX,Herbert Hoover,1932,3
Texas,TX,James Buchanan,1857,1
Texas,TX,James K. Polk,1845,9
Texas,TX,Jimmy Carter,1977,44
Texas,TX,Jimmy Carter,1978,76
Texas,TX,Jimmy Carter,1979,21
Texas,TX,Jimmy Carter,1980,123
Texas,TX,John F. Kennedy,1961,12
Texas,TX,John F. Kennedy,1962,34
Texas,TX,John F. Kennedy,1963,70
Texas,TX,"Joseph R. Biden, Jr.",2021,65
Texas,TX,"Joseph R. Biden, Jr.",2022,73
Texas,TX,"Joseph R. Biden, Jr.",2023,53
Texas,TX,"Joseph R. Biden, Jr.",2024,35
Texas,TX,"Joseph R. Biden, Jr.",2025,6
Texas,TX,Lyndon B. Johnson,1963,10
Texas,TX,Lyndon B. Johnson,1964,206
Texas,TX,Lyndon B. Johnson,1965,60
Texas,TX,Lyndon B. Johnson,1966,92
Texas,TX,Lyndon B. Johnson,1967,34
Texas,TX,Lyndon B. Johnson,1968,69
Texas,TX,Lyndon B. Johnson,1969,6
Texas,TX,Richard Nixon,1968,1
Texas,TX,Richard Nixon,1969,22
Texas,TX,Richard Nixon,1970,35
Texas,TX,Richard Nixon,1971,31
Texas,TX,Richard Nixon,1972,23
Texas,TX,Richard Nixon,1973,2
Texas,TX,Richard Nixon,1974,5
Texas,TX,Ronald Reagan,1980,1
Texas,TX,Ronald Reagan,1981,17
Texas,TX,Ronald Reagan,1982,50
Texas,TX,Ronald Reagan,1983,61
Texas,TX,Ronald Reagan,1984,70
Texas,TX,Ronald Reagan,1985,13
Texas,TX,Ronald Reagan,1986,42
Texas,TX,Ronald Reagan,1987,20
Texas,TX,Ronald Reagan,1988,53
Texas,TX,Theodore Roosevelt,1903,1
Texas,TX,Theodore Roosevelt,1905,58
Texas,TX,William Howard Taft,1909,22
Texas,TX,William Howard Taft,1912,1
Texas,TX,William J. Clinton,1993,120
Texas,TX,William J. Clinton,1994,84
Texas,TX,William J. Clinton,1995,76
Texas,TX,William J. Clinton,1996,117
Texas,TX,William J. Clinton,1997,75
Texas,TX,William J. Clinton,1998,96
Texas,TX,William J. Clinton,1999,101
Texas,TX,William J. Clinton,2000,193
Texas,TX,William J. Clinton,2001,3
Texas,TX,William J. Clinton,2011,3
Texas,TX,Woodrow Wilson,1916,2
Texas,TX,Woodrow Wilson,1919,1
Utah,UT,Barack Obama,2009,7
Utah,UT,Barack Obama,2010,5
Utah,UT,Barack Obama,2011,1
Utah,UT,Barack Obama,2012,1
Utah,UT,Barack Obama,2015,8
Utah,UT,Barack Obama,2016,6
Utah,UT,Calvin Coolidge,1927,1
Utah,UT,Calvin Coolidge,1928,1
Utah,UT,Donald J. Trump (1st Term),2017,28
Utah,UT,Donald J. Trump (1st Term),2018,24
Utah,UT,Donald J. Trump (1st Term),2019,19
Utah,UT,Donald J. Trump (1st Term),2020,30
Utah,UT,Donald J. Trump (1st Term),2021,1
Utah,UT,Donald J. Trump (2nd Term),2025,26
Utah,UT,Dwight D. Eisenhower,1953,1
Utah,UT,Dwight D. Eisenhower,1954,1
Utah,UT,Dwight D. Eisenhower,1955,1
Utah,UT,Dwight D. Eisenhower,1958,2
Utah,UT,Dwight D. Eisenhower,1959,1
Utah,UT,Franklin D. Roosevelt,1936,1
Utah,UT,Franklin D. Roosevelt,1938,2
Utah,UT,George Bush,1989,2
Utah,UT,George Bush,1990,7
Utah,UT,George Bush,1991,13
Utah,UT,George Bush,1992,14
Utah,UT,George W. Bush,2001,2
Utah,UT,George W. Bush,2002,22
Utah,UT,George W. Bush,2003,9
Utah,UT,George W. Bush,2004,3
Utah,UT,George W. Bush,2005,13
Utah,UT,George W. Bush,2006,19
Utah,UT,George W. Bush,2007,1
Utah,UT,George W. Bush,2008,3
Utah,UT,Gerald R. Ford,1974,14
Utah,UT,Gerald R. Ford,1976,6
Utah,UT,Herbert Hoover,1932,2
Utah,UT,Jimmy Carter,1977,9
Utah,UT,Jimmy Carter,1978,5
Utah,UT,Jimmy Carter,1979,11
Utah,UT,John F. Kennedy,1961,1
Utah,UT,John F. Kennedy,1962,1
Utah,UT,John F. Kennedy,1963,3
Utah,UT,"Joseph R. Biden, Jr.",2021,11
Utah,UT,"Joseph R. Biden, Jr.",2022,5
Utah,UT,"Joseph R. Biden, Jr.",2023,7
Utah,UT,"Joseph R. Biden, Jr.",2024,1
Utah,UT,Lyndon B. Johnson,1964,6
Utah,UT,Lyndon B. Johnson,1965,3
Utah,UT,Lyndon B. Johnson,1966,6
Utah,UT,Lyndon B. Johnson,1968,3
Utah,UT,Richard Nixon,1970,9
Utah,UT,Richard Nixon,1973,2
Utah,UT,Ronald Reagan,1981,4
Utah,UT,Ronald Reagan,1982,18
Utah,UT,Ronald Reagan,1983,4
Utah,UT,Ronald Reagan,1985,4
Utah,UT,Ronald Reagan,1986,1
Utah,UT,Ronald Reagan,1987,8
Utah,UT,Ronald Reagan,1988,3
Utah,UT,Theodore Roosevelt,1903,14
Utah,UT,William Howard Taft,1910,3
Utah,UT,William J. Clinton,1993,3
Utah,UT,William J. Clinton,1994,8
Utah,UT,William J. Clinton,1995,6
Utah,UT,William J. Clinton,1996,24
Utah,UT,William J. Clinton,1997,4
Utah,UT,William J. Clinton,1998,8
Utah,UT,William J. Clinton,1999,18
Utah,UT,William J. Clinton,2000,15
Utah,UT,William J. Clinton,2001,1
Utah,UT,Woodrow Wilson,1919,1
Vermont,VT,Barack Obama,2009,3
Vermont,VT,Barack Obama,2010,2
Vermont,VT,Barack Obama,2011,5
Vermont,VT,Barack Obama,2012,10
Vermont,VT,Barack Obama,2014,4
Vermont,VT,Barack Obama,2015,1
Vermont,VT,Barack Obama,2016,5
Vermont,VT,Benjamin Harrison,1890,10
Vermont,VT,Benjamin Harrison,1891,1
Vermont,VT,Calvin Coolidge,1924,2
Vermont,VT,Calvin Coolidge,1926,1
Vermont,VT,Calvin Coolidge,1928,4
Vermont,VT,Donald J. Trump (1st Term),2018,1
Vermont,VT,Donald J. Trump (1st Term),2019,3
Vermont,VT,Donald J. Trump (1st Term),2020,7
Vermont,VT,Dwight D. Eisenhower,1953,1
Vermont,VT,Dwight D. Eisenhower,1955,5
Vermont,VT,Dwight D. Eisenhower,1957,1
Vermont,VT,Franklin D. Roosevelt,1936,7
Vermont,VT,Franklin D. Roosevelt,1937,2
Vermont,VT,Franklin D. Roosevelt,1938,1
Vermont,VT,Franklin D. Roosevelt,1940,1
Vermont,VT,Franklin D. Roosevelt,1944,1
Vermont,VT,Franklin D. Roosevelt,1945,1
Vermont,VT,George Bush,1990,14
Vermont,VT,George Bush,1991,6
Vermont,VT,George Bush,1992,2
Vermont,VT,George W. Bush,2001,3
Vermont,VT,George W. Bush,2005,1
Vermont,VT,George W. Bush,2006,1
Vermont,VT,Gerald R. Ford,1974,19
Vermont,VT,Gerald R. Ford,1975,7
Vermont,VT,Gerald R. Ford,1976,14
Vermont,VT,Jimmy Carter,1977,1
Vermont,VT,Jimmy Carter,1978,3
Vermont,VT,Jimmy Carter,1980,3
Vermont,VT,John F. Kennedy,1961,3
Vermont,VT,John F. Kennedy,1962,2
Vermont,VT,"Joseph R. Biden, Jr.",2021,3
Vermont,VT,"Joseph R. Biden, Jr.",2022,4
Vermont,VT,"Joseph R. Biden, Jr.",2023,5
Vermont,VT,"Joseph R. Biden, Jr.",2024,6
Vermont,VT,Lyndon B. Johnson,1964,19
Vermont,VT,Lyndon B. Johnson,1965,3
Vermont,VT,Lyndon B. Johnson,1966,18
Vermont,VT,Lyndon B. Johnson,1967,2
Vermont,VT,Lyndon B. Johnson,1968,1
Vermont,VT,Richard Nixon,1970,23
Vermont,VT,Richard Nixon,1972,5
Vermont,VT,Richard Nixon,1974,1
Vermont,VT,Ronald Reagan,1982,3
Vermont,VT,Ronald Reagan,1984,2
Vermont,VT,Ronald Reagan,1986,4
Vermont,VT,Ronald Reagan,1987,4
Vermont,VT,Ronald Reagan,1988,2
Vermont,VT,Theodore Roosevelt,1902,30
Vermont,VT,William J. Clinton,1993,9
Vermont,VT,William J. Clinton,1994,4
Vermont,VT,William J. Clinton,1995,16
Vermont,VT,William J. Clinton,1996,10
Vermont,VT,William J. Clinton,1997,6
Vermont,VT,William J. Clinton,1998,5
Vermont,VT,William J. Clinton,1999,11
Vermont,VT,William J. Clinton,2000,4
Virginia,VA,Abraham Lincoln,1858,1
Virginia,VA,Abraham Lincoln,1860,1
Virginia,VA,Abraham Lincoln,1865,1
Virginia,VA,Andrew Johnson,1866,1
Virginia,VA,Barack Obama,2009,178
Virginia,VA,Barack Obama,2010,70
Virginia,VA,Barack Obama,2011,57
Virginia,VA,Barack Obama,2012,204
Virginia,VA,Barack Obama,2013,63
Virginia,VA,Barack Obama,2014,115
Virginia,VA,Barack Obama,2015,51
Virginia,VA,Barack Obama,2016,47
Virginia,VA,Benjamin Harrison,1889,1
Virginia,VA,Calvin Coolidge,1925,9
Virginia,VA,Calvin Coolidge,1926,12
Virginia,VA,Calvin Coolidge,1927,6
Virginia,VA,Calvin Coolidge,1928,5
Virginia,VA,Donald J. Trump (1st Term),2016,1
Virginia,VA,Donald J. Trump (1st Term),2017,146
Virginia,VA,Donald J. Trump (1st Term),2018,123
Virginia,VA,Donald J. Trump (1st Term),2019,129
Virginia,VA,Donald J. Trump (1st Term),2020,278
Virginia,VA,Donald J. Trump (1st Term),2021,10
Virginia,VA,Donald J. Trump (2nd Term),2025,114
Virginia,VA,Donald J. Trump (2nd Term),2026,1
Virginia,VA,Dwight D. Eisenhower,1953,9
Virginia,VA,Dwight D. Eisenhower,1954,2
Virginia,VA,Dwight D. Eisenhower,1956,8
Virginia,VA,Dwight D. Eisenhower,1957,3
Virginia,VA,Dwight D. Eisenhower,1958,13
Virginia,VA,Dwight D. Eisenhower,1959,9
Virginia,VA,Dwight D. Eisenhower,1960,3
Virginia,VA,Franklin D. Roosevelt,1934,5
Virginia,VA,Franklin D. Roosevelt,1935,1
Virginia,VA,Franklin D. Roosevelt,1936,2
Virginia,VA,Franklin D. Roosevelt,1937,1
Virginia,VA,Franklin D. Roosevelt,1938,1
Virginia,VA,Franklin D. Roosevelt,1939,3
Virginia,VA,Franklin D. Roosevelt,1940,2
Virginia,VA,Franklin D. Roosevelt,1941,1
Virginia,VA,Franklin D. Roosevelt,1944,1
Virginia,VA,Franklin D. Roosevelt,1945,1
Virginia,VA,George Bush,1989,82
Virginia,VA,George Bush,1990,33
Virginia,VA,George Bush,1991,27
Virginia,VA,George Bush,1992,18
Virginia,VA,George W. Bush,2001,33
Virginia,VA,George W. Bush,2002,12
Virginia,VA,George W. Bush,2003,22
Virginia,VA,George W. Bush,2004,49
Virginia,VA,George W. Bush,2005,59
Virginia,VA,George W. Bush,2006,34
Virginia,VA,George W. Bush,2007,42
Virginia,VA,George W. Bush,2008,16
Virginia,VA,George W. Bush,2009,1
Virginia,VA,George Washington,1790,1
Virginia,VA,George Washington,1794,2
Virginia,VA,Gerald R. Ford,1974,18
Virginia,VA,Gerald R. Ford,1975,24
Virginia,VA,Gerald R. Ford,1976,54
Virginia,VA,Herbert Hoover,1929,9
Virginia,VA,Herbert Hoover,1930,6
Virginia,VA,Herbert Hoover,1931,4
Virginia,VA,Jimmy Carter,1977,69
Virginia,VA,Jimmy Carter,1978,12
Virginia,VA,Jimmy Carter,1979,29
Virginia,VA,Jimmy Carter,1980,19
Virginia,VA,John F. Kennedy,1962,8
Virginia,VA,John F. Kennedy,1963,3
Virginia,VA,"Joseph R. Biden, Jr.",2020,2
Virginia,VA,"Joseph R. Biden, Jr.",2021,86
Virginia,VA,"Joseph R. Biden, Jr.",2022,86
Virginia,VA,"Joseph R. Biden, Jr.",2023,84
Virginia,VA,"Joseph R. Biden, Jr.",2024,58
Virginia,VA,"Joseph R. Biden, Jr.",2025,2
Virginia,VA,Lyndon B. Johnson,1964,8
Virginia,VA,Lyndon B. Johnson,1965,10
Virginia,VA,Lyndon B. Johnson,1966,10
Virginia,VA,Lyndon B. Johnson,1967,8
Virginia,VA,Lyndon B. Johnson,1968,3
Virginia,VA,Lyndon B. Johnson,1969,3
Virginia,VA,Richard Nixon,1969,8
Virginia,VA,Richard Nixon,1970,3
Virginia,VA,Richard Nixon,1971,12
Virginia,VA,Richard Nixon,1972,4
Virginia,VA,Richard Nixon,1973,8
Virginia,VA,Richard Nixon,1974,2
Virginia,VA,Ronald Reagan,1980,1
Virginia,VA,Ronald Reagan,1981,36
Virginia,VA,Ronald Reagan,1982,9
Virginia,VA,Ronald Reagan,1983,24
Virginia,VA,Ronald Reagan,1984,6
Virginia,VA,Ronald Reagan,1985,18
Virginia,VA,Ronald Reagan,1986,1
Virginia,VA,Ronald Reagan,1987,7
Virginia,VA,Ronald Reagan,1988,15
Virginia,VA,Ronald Reagan,1989,1
Virginia,VA,Theodore Roosevelt,1902,3
Virginia,VA,Theodore Roosevelt,1903,10
Virginia,VA,Theodore Roosevelt,1904,1
Virginia,VA,Theodore Roosevelt,1905,4
Virginia,VA,Warren G. Harding,1921,8
Virginia,VA,William Howard Taft,1909,19
Virginia,VA,William J. Clinton,1993,25
Virginia,VA,William J. Clinton,1994,63
Virginia,VA,William J. Clinton,1995,30
Virginia,VA,William J. Clinton,1996,38
Virginia,VA,William J. Clinton,1997,42
Virginia,VA,William J. Clinton,1998,28
Virginia,VA,William J. Clinton,1999,57
Virginia,VA,William J. Clinton,2000,49
Virginia,VA,William J. Clinton,2001,2
Virginia,VA,Woodrow Wilson,1913,2
Virginia,VA,Woodrow Wilson,1916,2
Washington,WA,Abraham Lincoln,1837,1
Washington,WA,Abraham Lincoln,1860,7
Washington,WA,Abraham Lincoln,1862,3
Washington,WA,Abraham Lincoln,1865,1
Washington,WA,Andrew Johnson,1866,6
Washington,WA,Barack Obama,2004,2
Washington,WA,Barack Obama,2008,10
Washington,WA,Barack Obama,2009,531
Washington,WA,Barack Obama,2010,767
Washington,WA,Barack Obama,2011,545
Washington,WA,Barack Obama,2012,527
Washington,WA,Barack Obama,2013,423
Washington,WA,Barack Obama,2014,265
Washington,WA,Barack Obama,2015,174
Washington,WA,Barack Obama,2016,156
Washington,WA,Barack Obama,2017,14
Washington,WA,Benjamin Harrison,1888,1
Washington,WA,Benjamin Harrison,1889,12
Washington,WA,Benjamin Harrison,1891,1
Washington,WA,Calvin Coolidge,1923,9
Washington,WA,Calvin Coolidge,1924,53
Washington,WA,Calvin Coolidge,1925,84
Washington,WA,Calvin Coolidge,1926,56
Washington,WA,Calvin Coolidge,1927,54
Washington,WA,Calvin Coolidge,1928,29
Washington,WA,Calvin Coolidge,1929,12
Washington,WA,Chester A. Arthur,1885,1
Washington,WA,Donald J. Trump (1st Term),2017,188
Washington,WA,Donald J. Trump (1st Term),2018,245
Washington,WA,Donald J. Trump (1st Term),2019,225
Washington,WA,Donald J. Trump (1st Term),2020,327
Washington,WA,Donald J. Trump (1st Term),2021,11
Washington,WA,Donald J. Trump (1st Term),2024,1
Washington,WA,Donald J. Trump (2nd Term),2025,289
Washington,WA,Donald J. Trump (2nd Term),2026,15
Washington,WA,Dwight D. Eisenhower,1952,1
Washington,WA,Dwight D. Eisenhower,1953,45
Washington,WA,Dwight D. Eisenhower,1954,103
Washington,WA,Dwight D. Eisenhower,1955,30
Washington,WA,Dwight D. Eisenhower,1956,78
Washington,WA,Dwight D. Eisenhower,1957,46
Washington,WA,Dwight D. Eisenhower,1958,22
Washington,WA,Dwight D. Eisenhower,1959,45
Washington,WA,Dwight D. Eisenhower,1960,46
Washington,WA,Franklin D. Roosevelt,1932,6
Washington,WA,Franklin D. Roosevelt,1933,30
Washington,WA,Franklin D. Roosevelt,1934,47
Washington,WA,Franklin D. Roosevelt,1935,32
Washington,WA,Franklin D. Roosevelt,1936,107
Washington,WA,Franklin D. Roosevelt,1937,37
Washington,WA,Franklin D. Roosevelt,1938,62
Washington,WA,Franklin D. Roosevelt,1939,27
Washington,WA,Franklin D. Roosevelt,1940,54
Washington,WA,Franklin D. Roosevelt,1941,42
Washington,WA,Franklin D. Roosevelt,1942,49
Washington,WA,Franklin D. Roosevelt,1943,40
Washington,WA,Franklin D. Roosevelt,1944,38
Washington,WA,Franklin D. Roosevelt,1945,6
Washington,WA,Franklin Pierce,1853,1
Washington,WA,George Bush,1988,1
Washington,WA,George Bush,1989,286
Washington,WA,George Bush,1990,409
Washington,WA,George Bush,1991,237
Washington,WA,George Bush,1992,390
Washington,WA,George Bush,1993,4
Washington,WA,George W. Bush,2000,8
Washington,WA,George W. Bush,2001,593
Washington,WA,George W. Bush,2002,710
Washington,WA,George W. Bush,2003,278
Washington,WA,George W. Bush,2004,700
Washington,WA,George W. Bush,2005,354
Washington,WA,George W. Bush,2006,743
Washington,WA,George W. Bush,2007,377
Washington,WA,George W. Bush,2008,202
Washington,WA,George W. Bush,2009,11
Washington,WA,George W. Bush,2016,1
Washington,WA,George Washington,1794,1
Washington,WA,Gerald R. Ford,1974,169
Washington,WA,Gerald R. Ford,1975,293
Washington,WA,Gerald R. Ford,1976,387
Washington,WA,Gerald R. Ford,1977,2
Washington,WA,Grover Cleveland,1885,1
Washington,WA,Herbert Hoover,1928,1
Washington,WA,Herbert Hoover,1929,30
Washington,WA,Herbert Hoover,1930,32
Washington,WA,Herbert Hoover,1931,34
Washington,WA,Herbert Hoover,1932,96
Washington,WA,Herbert Hoover,1933,3
Washington,WA,James Buchanan,1857,1
Washington,WA,Jimmy Carter,1977,270
Washington,WA,Jimmy Carter,1978,383
Washington,WA,Jimmy Carter,1979,262
Washington,WA,Jimmy Carter,1980,248
Washington,WA,Jimmy Carter,1981,3
Washington,WA,John Adams,1799,1
Washington,WA,John F. Kennedy,1961,98
Washington,WA,John F. Kennedy,1962,145
Washington,WA,John F. Kennedy,1963,154
Washington,WA,John Tyler,1841,1
Washington,WA,"Joseph R. Biden, Jr.",2020,1
Washington,WA,"Joseph R. Biden, Jr.",2021,104
Washington,WA,"Joseph R. Biden, Jr.",2022,102
Washington,WA,"Joseph R. Biden, Jr.",2023,105
Washington,WA,"Joseph R. Biden, Jr.",2024,62
Washington,WA,"Joseph R. Biden, Jr.",2025,6
Washington,WA,Lyndon B. Johnson,1963,8
Washington,WA,Lyndon B. Johnson,1964,353
Washington,WA,Lyndon B. Johnson,1965,126
Washington,WA,Lyndon B. Johnson,1966,235
Washington,WA,Lyndon B. Johnson,1967,111
Washington,WA,Lyndon B. Johnson,1968,170
Washington,WA,Lyndon B. Johnson,1969,16
Washington,WA,Richard Nixon,1968,5
Washington,WA,Richard Nixon,1969,117
Washington,WA,Richard Nixon,1970,223
Washington,WA,Richard Nixon,1971,154
Washington,WA,Richard Nixon,1972,105
Washington,WA,Richard Nixon,1973,92
Washington,WA,Richard Nixon,1974,104
Washington,WA,Ronald Reagan,1967,1
Washington,WA,Ronald Reagan,1980,2
Washington,WA,Ronald Reagan,1981,226
Washington,WA,Ronald Reagan,1982,473
Washington,WA,Ronald Reagan,1983,334
Washington,WA,Ronald Reagan,1984,371
Washington,WA,Ronald Reagan,1985,249
Washington,WA,Ronald Reagan,1986,404
Washington,WA,Ronald Reagan,1987,316
Washington,WA,Ronald Reagan,1988,385
Washington,WA,Ronald Reagan,1989,12
Washington,WA,Rutherford B. Hayes,1877,1
Washington,WA,Theodore Roosevelt,1902,26
Washington,WA,Theodore Roosevelt,1903,54
Washington,WA,Theodore Roosevelt,1904,6
Washington,WA,Theodore Roosevelt,1905,32
Washington,WA,Theodore Roosevelt,1906,4
Washington,WA,Theodore Roosevelt,1910,5
Washington,WA,Ulysses S. Grant,1868,1
Washington,WA,Ulysses S. Grant,1876,8
Washington,WA,Warren G. Harding,1921,35
Washington,WA,Warren G. Harding,1922,9
Washington,WA,Warren G. Harding,1923,24
Washington,WA,William Howard Taft,1909,69
Washington,WA,William Howard Taft,1910,8
Washington,WA,William Howard Taft,1911,3
Washington,WA,William Howard Taft,1912,1
Washington,WA,William J. Clinton,1992,4
Washington,WA,William J. Clinton,1993,457
Washington,WA,William J. Clinton,1994,520
Washington,WA,William J. Clinton,1995,634
Washington,WA,William J. Clinton,1996,552
Washington,WA,William J. Clinton,1997,329
Washington,WA,William J. Clinton,1998,471
Washington,WA,William J. Clinton,1999,463
Washington,WA,William J. Clinton,2000,564
Washington,WA,William J. Clinton,2001,47
Washington,WA,William J. Clinton,2011,1
Washington,WA,William McKinley,1896,2
Washington,WA,William McKinley,1897,2
Washington,WA,William McKinley,1898,1
Washington,WA,William McKinley,1901,2
Washington,WA,Woodrow Wilson,1913,7
Washington,WA,Woodrow Wilson,1914,9
Washington,WA,Woodrow Wilson,1915,9
Washington,WA,Woodrow Wilson,1916,40
Washington,WA,Woodrow Wilson,1917,2
Washington,WA,Woodrow Wilson,1918,6
Washington,WA,Woodrow Wilson,1919,50
Washington,WA,Zachary Taylor,1849,1
West Virginia,WV,Barack Obama,2009,4
West Virginia,WV,Barack Obama,2010,29
West Virginia,WV,Barack Obama,2011,1
West Virginia,WV,Barack Obama,2012,6
West Virginia,WV,Barack Obama,2013,3
West Virginia,WV,Barack Obama,2014,2
West Virginia,WV,Barack Obama,2015,27
West Virginia,WV,Barack Obama,2016,10
West Virginia,WV,Calvin Coolidge,1925,1
West Virginia,WV,Donald J. Trump (1st Term),2017,64
West Virginia,WV,Donald J. Trump (1st Term),2018,134
West Virginia,WV,Donald J. Trump (1st Term),2019,39
West Virginia,WV,Donald J. Trump (1st Term),2020,43
West Virginia,WV,Donald J. Trump (2nd Term),2025,36
West Virginia,WV,Dwight D. Eisenhower,1956,1
West Virginia,WV,Dwight D. Eisenhower,1957,2
West Virginia,WV,Dwight D. Eisenhower,1960,6
West Virginia,WV,Franklin D. Roosevelt,1935,1
West Virginia,WV,Franklin D. Roosevelt,1936,2
West Virginia,WV,Franklin D. Roosevelt,1938,1
West Virginia,WV,Franklin D. Roosevelt,1944,3
West Virginia,WV,George Bush,1989,1
West Virginia,WV,George Bush,1990,2
West Virginia,WV,George Bush,1991,9
West Virginia,WV,George W. Bush,2001,12
West Virginia,WV,George W. Bush,2002,44
West Virginia,WV,George W. Bush,2004,61
West Virginia,WV,George W. Bush,2005,30
West Virginia,WV,George W. Bush,2006,21
West Virginia,WV,George W. Bush,2007,7
West Virginia,WV,George W. Bush,2008,4
West Virginia,WV,Gerald R. Ford,1974,1
West Virginia,WV,Gerald R. Ford,1975,21
West Virginia,WV,Gerald R. Ford,1976,1
West Virginia,WV,Herbert Hoover,1930,1
West Virginia,WV,Herbert Hoover,1931,5
West Virginia,WV,Herbert Hoover,1932,16
West Virginia,WV,Jimmy Carter,1977,112
West Virginia,WV,Jimmy Carter,1978,41
West Virginia,WV,Jimmy Carter,1979,13
West Virginia,WV,Jimmy Carter,1980,27
West Virginia,WV,John F. Kennedy,1960,1
West Virginia,WV,John F. Kennedy,1961,6
West Virginia,WV,John F. Kennedy,1962,28
West Virginia,WV,John F. Kennedy,1963,25
West Virginia,WV,"Joseph R. Biden, Jr.",2021,3
West Virginia,WV,"Joseph R. Biden, Jr.",2022,11
West Virginia,WV,"Joseph R. Biden, Jr.",2023,10
West Virginia,WV,"Joseph R. Biden, Jr.",2025,1
West Virginia,WV,Lyndon B. Johnson,1964,17
West Virginia,WV,Lyndon B. Johnson,1966,27
West Virginia,WV,Lyndon B. Johnson,1967,1
West Virginia,WV,Lyndon B. Johnson,1968,45
West Virginia,WV,Richard Nixon,1969,1
West Virginia,WV,Richard Nixon,1971,8
West Virginia,WV,Richard Nixon,1972,27
West Virginia,WV,Richard Nixon,1974,1
West Virginia,WV,Ronald Reagan,1983,1
West Virginia,WV,Ronald Reagan,1984,15
West Virginia,WV,Ronald Reagan,1985,3
West Virginia,WV,Ronald Reagan,1986,1
West Virginia,WV,Ronald Reagan,1987,3
