state,abbr,president,year,mentions
Maryland,MD,Ronald Reagan,1987,5
Maryland,MD,Ronald Reagan,1988,26
Maryland,MD,Theodore Roosevelt,1903,5
Maryland,MD,William Howard Taft,1909,1
Maryland,MD,William J. Clinton,1993,20
Maryland,MD,William J. Clinton,1994,17
Maryland,MD,William J. Clinton,1995,21
Maryland,MD,William J. Clinton,1996,19
Maryland,MD,William J. Clinton,1997,44
Maryland,MD,William J. Clinton,1998,53
Maryland,MD,William J. Clinton,1999,33
Maryland,MD,William J. Clinton,2000,65
Maryland,MD,William J. Clinton,2001,1
Massachusetts,MA,Abraham Lincoln,1862,1
Massachusetts,MA,Barack Obama,2009,56
Massachusetts,MA,Barack Obama,2010,59
Massachusetts,MA,Barack Obama,2011,24
Massachusetts,MA,Barack Obama,2012,46
Massachusetts,MA,Barack Obama,2013,48
Massachusetts,MA,Barack Obama,2014,16
Massachusetts,MA,Barack Obama,2015,15
Massachusetts,MA,Barack Obama,2016,5
Massachusetts,MA,Barack Obama,2017,1
Massachusetts,MA,Benjamin Harrison,1892,1
Massachusetts,MA,Calvin Coolidge,1923,2
Massachusetts,MA,Calvin Coolidge,1925,7
Massachusetts,MA,Calvin Coolidge,1926,15
Massachusetts,MA,Calvin Coolidge,1927,3
Massachusetts,MA,Calvin Coolidge,1928,4
Massachusetts,MA,Donald J. Trump (1st Term),2017,4
Massachusetts,MA,Donald J. Trump (1st Term),2018,7
Massachusetts,MA,Donald J. Trump (1st Term),2019,6
Massachusetts,MA,Donald J. Trump (1st Term),2020,38
Massachusetts,MA,Donald J. Trump (2nd Term),2025,11
Massachusetts,MA,Donald J. Trump (2nd Term),2026,1
Massachusetts,MA,Dwight D. Eisenhower,1953,3
Massachusetts,MA,Dwight D. Eisenhower,1954,2
Massachusetts,MA,Dwight D. Eisenhower,1955,4
Massachusetts,MA,Dwight D. Eisenhower,1956,2
Massachusetts,MA,Dwight D. Eisenhower,1957,2
Massachusetts,MA,Dwight D. Eisenhower,1960,1
Massachusetts,MA,Franklin D. Roosevelt,1933,1
Massachusetts,MA,Franklin D. Roosevelt,1935,2
Massachusetts,MA,Franklin D. Roosevelt,1936,7
Massachusetts,MA,Franklin D. Roosevelt,1937,2
Massachusetts,MA,Franklin D. Roosevelt,1938,1
Massachusetts,MA,Franklin D. Roosevelt,1939,2
Massachusetts,MA,Franklin D. Roosevelt,1940,2
Massachusetts,MA,Franklin D. Roosevelt,1941,1
Massachusetts,MA,Franklin D. Roosevelt,1944,2
Massachusetts,MA,Franklin D. Roosevelt,1945,1
Massachusetts,MA,George Bush,1989,4
Massachusetts,MA,George Bush,1990,19
Massachusetts,MA,George Bush,1991,14
Massachusetts,MA,George Bush,1992,12
Massachusetts,MA,George W. Bush,2001,4
Massachusetts,MA,George W. Bush,2002,15
Massachusetts,MA,George W. Bush,2003,4
Massachusetts,MA,George W. Bush,2004,179
Massachusetts,MA,George W. Bush,2005,9
Massachusetts,MA,George W. Bush,2006,8
Massachusetts,MA,George W. Bush,2007,8
Massachusetts,MA,George W. Bush,2008,2
Massachusetts,MA,George W. Bush,2009,1
Massachusetts,MA,Gerald R. Ford,1974,5
Massachusetts,MA,Gerald R. Ford,1975,44
Massachusetts,MA,Gerald R. Ford,1976,37
Massachusetts,MA,Herbert Hoover,1929,1
Massachusetts,MA,Herbert Hoover,1930,3
Massachusetts,MA,Jimmy Carter,1977,20
Massachusetts,MA,Jimmy Carter,1978,26
Massachusetts,MA,Jimmy Carter,1979,23
Massachusetts,MA,Jimmy Carter,1980,36
Massachusetts,MA,John F. Kennedy,1960,1
Massachusetts,MA,John F. Kennedy,1961,15
Massachusetts,MA,John F. Kennedy,1962,28
Massachusetts,MA,John F. Kennedy,1963,19
Massachusetts,MA,"Joseph R. Biden, Jr.",2021,5
Massachusetts,MA,"Joseph R. Biden, Jr.",2022,15
Massachusetts,MA,"Joseph R. Biden, Jr.",2023,6
Massachusetts,MA,"Joseph R. Biden, Jr.",2024,4
Massachusetts,MA,Lyndon B. Johnson,1964,18
Massachusetts,MA,Lyndon B. Johnson,1965,9
Massachusetts,MA,Lyndon B. Johnson,1966,12
Massachusetts,MA,Lyndon B. Johnson,1967,12
Massachusetts,MA,Lyndon B. Johnson,1968,4
Massachusetts,MA,Richard Nixon,1960,1
Massachusetts,MA,Richard Nixon,1969,3
Massachusetts,MA,Richard Nixon,1970,6
Massachusetts,MA,Richard Nixon,1971,10
Massachusetts,MA,Richard Nixon,1972,3
Massachusetts,MA,Richard Nixon,1973,3
Massachusetts,MA,Ronald Reagan,1980,1
Massachusetts,MA,Ronald Reagan,1981,2
Massachusetts,MA,Ronald Reagan,1982,12
Massachusetts,MA,Ronald Reagan,1983,14
Massachusetts,MA,Ronald Reagan,1984,8
Massachusetts,MA,Ronald Reagan,1985,9
Massachusetts,MA,Ronald Reagan,1986,18
Massachusetts,MA,Ronald Reagan,1987,5
Massachusetts,MA,Ronald Reagan,1988,21
Massachusetts,MA,Theodore Roosevelt,1902,13
Massachusetts,MA,Theodore Roosevelt,1903,2
Massachusetts,MA,Theodore Roosevelt,1905,2
Massachusetts,MA,William Howard Taft,1909,2
Massachusetts,MA,William Howard Taft,1910,1
Massachusetts,MA,William J. Clinton,1993,21
Massachusetts,MA,William J. Clinton,1994,42
Massachusetts,MA,William J. Clinton,1995,18
Massachusetts,MA,William J. Clinton,1996,32
Massachusetts,MA,William J. Clinton,1997,28
Massachusetts,MA,William J. Clinton,1998,33
Massachusetts,MA,William J. Clinton,1999,19
Massachusetts,MA,William J. Clinton,2000,51
Massachusetts,MA,William J. Clinton,2001,3
Massachusetts,MA,Woodrow Wilson,1919,1
Michigan,MI,Barack Obama,2008,1
Michigan,MI,Barack Obama,2009,38
Michigan,MI,Barack Obama,2010,50
Michigan,MI,Barack Obama,2011,39
Michigan,MI,Barack Obama,2012,46
Michigan,MI,Barack Obama,2013,10
Michigan,MI,Barack Obama,2014,40
Michigan,MI,Barack Obama,2015,24
Michigan,MI,Barack Obama,2016,51
Michigan,MI,Calvin Coolidge,1925,3
Michigan,MI,Calvin Coolidge,1927,1
Michigan,MI,Calvin Coolidge,1928,1
Michigan,MI,Donald J. Trump (1st Term),2016,2
Michigan,MI,Donald J. Trump (1st Term),2017,77
Michigan,MI,Donald J. Trump (1st Term),2018,153
Michigan,MI,Donald J. Trump (1st Term),2019,222
Michigan,MI,Donald J. Trump (1st Term),2020,388
Michigan,MI,Donald J. Trump (1st Term),2021,13
Michigan,MI,Donald J. Trump (2nd Term),2025,101
Michigan,MI,Donald J. Trump (2nd Term),2026,1
Michigan,MI,Dwight D. Eisenhower,1954,2
Michigan,MI,Dwight D. Eisenhower,1955,3
Michigan,MI,Dwight D. Eisenhower,1956,4
Michigan,MI,Dwight D. Eisenhower,1957,3
Michigan,MI,Dwight D. Eisenhower,1958,1
Michigan,MI,Dwight D. Eisenhower,1959,2
Michigan,MI,Dwight D. Eisenhower,1960,2
Michigan,MI,Franklin D. Roosevelt,1935,2
Michigan,MI,Franklin D. Roosevelt,1936,3
Michigan,MI,Franklin D. Roosevelt,1938,1
Michigan,MI,Franklin D. Roosevelt,1940,2
Michigan,MI,Franklin D. Roosevelt,1944,1
Michigan,MI,George Bush,1989,19
Michigan,MI,George Bush,1990,32
Michigan,MI,George Bush,1991,9
Michigan,MI,George Bush,1992,102
Michigan,MI,George W. Bush,2001,17
Michigan,MI,George W. Bush,2002,52
Michigan,MI,George W. Bush,2003,29
Michigan,MI,George W. Bush,2004,125
Michigan,MI,George W. Bush,2005,24
Michigan,MI,George W. Bush,2006,27
Michigan,MI,George W. Bush,2007,17
Michigan,MI,George W. Bush,2008,14
Michigan,MI,Gerald R. Ford,1974,59
Michigan,MI,Gerald R. Ford,1975,94
Michigan,MI,Gerald R. Ford,1976,249
Michigan,MI,Herbert Hoover,1931,1
Michigan,MI,Herbert Hoover,1932,2
Michigan,MI,Jimmy Carter,1977,15
Michigan,MI,Jimmy Carter,1978,24
Michigan,MI,Jimmy Carter,1979,12
Michigan,MI,Jimmy Carter,1980,57
Michigan,MI,John F. Kennedy,1961,3
Michigan,MI,John F. Kennedy,1962,21
Michigan,MI,John F. Kennedy,1963,2
Michigan,MI,"Joseph R. Biden, Jr.",2020,3
Michigan,MI,"Joseph R. Biden, Jr.",2021,63
Michigan,MI,"Joseph R. Biden, Jr.",2022,67
Michigan,MI,"Joseph R. Biden, Jr.",2023,9
Michigan,MI,"Joseph R. Biden, Jr.",2024,46
Michigan,MI,Lyndon B. Johnson,1964,37
Michigan,MI,Lyndon B. Johnson,1965,6
Michigan,MI,Lyndon B. Johnson,1966,26
Michigan,MI,Lyndon B. Johnson,1967,8
Michigan,MI,Lyndon B. Johnson,1968,2
Michigan,MI,Richard Nixon,1969,8
Michigan,MI,Richard Nixon,1970,5
Michigan,MI,Richard Nixon,1971,5
Michigan,MI,Richard Nixon,1972,14
Michigan,MI,Richard Nixon,1973,2
Michigan,MI,Richard Nixon,1974,10
Michigan,MI,Ronald Reagan,1980,1
Michigan,MI,Ronald Reagan,1981,15
Michigan,MI,Ronald Reagan,1982,14
Michigan,MI,Ronald Reagan,1983,12
Michigan,MI,Ronald Reagan,1984,38
Michigan,MI,Ronald Reagan,1985,1
Michigan,MI,Ronald Reagan,1986,13
Michigan,MI,Ronald Reagan,1987,5
Michigan,MI,Ronald Reagan,1988,22
Michigan,MI,Theodore Roosevelt,1902,5
Michigan,MI,Warren G. Harding,1923,2
Michigan,MI,William J. Clinton,1993,39
Michigan,MI,William J. Clinton,1994,77
Michigan,MI,William J. Clinton,1995,24
Michigan,MI,William J. Clinton,1996,95
Michigan,MI,William J. Clinton,1997,49
Michigan,MI,William J. Clinton,1998,12
Michigan,MI,William J. Clinton,1999,37
Michigan,MI,William J. Clinton,2000,106
Michigan,MI,William J. Clinton,2001,24
Minnesota,MN,Barack Obama,2008,1
Minnesota,MN,Barack Obama,2009,18
Minnesota,MN,Barack Obama,2010,16
Minnesota,MN,Barack Obama,2011,27
Minnesota,MN,Barack Obama,2012,20
Minnesota,MN,Barack Obama,2013,13
Minnesota,MN,Barack Obama,2014,41
Minnesota,MN,Barack Obama,2015,7
Minnesota,MN,Barack Obama,2016,21
Minnesota,MN,Calvin Coolidge,1923,1
Minnesota,MN,Calvin Coolidge,1924,3
Minnesota,MN,Calvin Coolidge,1925,6
Minnesota,MN,Calvin Coolidge,1926,1
Minnesota,MN,Calvin Coolidge,1928,2
Minnesota,MN,Donald J. Trump (1st Term),2017,12
Minnesota,MN,Donald J. Trump (1st Term),2018,89
Minnesota,MN,Donald J. Trump (1st Term),2019,81
Minnesota,MN,Donald J. Trump (1st Term),2020,170
Minnesota,MN,Donald J. Trump (2nd Term),2025,78
Minnesota,MN,Donald J. Trump (2nd Term),2026,15
Minnesota,MN,Dwight D. Eisenhower,1953,2
Minnesota,MN,Dwight D. Eisenhower,1954,2
Minnesota,MN,Dwight D. Eisenhower,1955,1
Minnesota,MN,Dwight D. Eisenhower,1956,14
Minnesota,MN,Dwight D. Eisenhower,1958,2
Minnesota,MN,Dwight D. Eisenhower,1960,4
Minnesota,MN,Franklin D. Roosevelt,1936,14
Minnesota,MN,Franklin D. Roosevelt,1937,3
Minnesota,MN,Franklin D. Roosevelt,1938,1
Minnesota,MN,Franklin D. Roosevelt,1939,1
Minnesota,MN,Franklin D. Roosevelt,1941,1
Minnesota,MN,Franklin D. Roosevelt,1942,1
Minnesota,MN,Franklin D. Roosevelt,1944,1
Minnesota,MN,George Bush,1989,2
Minnesota,MN,George Bush,1990,32
Minnesota,MN,George Bush,1991,12
Minnesota,MN,George Bush,1992,8
Minnesota,MN,George W. Bush,2000,1
Minnesota,MN,George W. Bush,2001,1
Minnesota,MN,George W. Bush,2002,46
Minnesota,MN,George W. Bush,2003,18
Minnesota,MN,George W. Bush,2004,89
Minnesota,MN,George W. Bush,2005,34
Minnesota,MN,George W. Bush,2006,17
Minnesota,MN,George W. Bush,2007,8
Minnesota,MN,George W. Bush,2008,4
Minnesota,MN,Gerald R. Ford,1974,2
Minnesota,MN,Gerald R. Ford,1975,24
Minnesota,MN,Gerald R. Ford,1976,28
Minnesota,MN,Jimmy Carter,1977,21
Minnesota,MN,Jimmy Carter,1978,41
Minnesota,MN,Jimmy Carter,1979,15
Minnesota,MN,Jimmy Carter,1980,9
Minnesota,MN,John F. Kennedy,1962,13
Minnesota,MN,John F. Kennedy,1963,6
Minnesota,MN,"Joseph R. Biden, Jr.",2020,1
Minnesota,MN,"Joseph R. Biden, Jr.",2021,41
Minnesota,MN,"Joseph R. Biden, Jr.",2022,22
Minnesota,MN,"Joseph R. Biden, Jr.",2023,38
Minnesota,MN,"Joseph R. Biden, Jr.",2024,24
Minnesota,MN,"Joseph R. Biden, Jr.",2025,1
Minnesota,MN,Lyndon B. Johnson,1964,23
Minnesota,MN,Lyndon B. Johnson,1965,4
Minnesota,MN,Lyndon B. Johnson,1966,4
Minnesota,MN,Lyndon B. Johnson,1967,4
Minnesota,MN,Lyndon B. Johnson,1968,8
Minnesota,MN,Richard Nixon,1969,9
Minnesota,MN,Richard Nixon,1970,11
Minnesota,MN,Richard Nixon,1971,4
Minnesota,MN,Richard Nixon,1973,1
Minnesota,MN,Ronald Reagan,1982,11
Minnesota,MN,Ronald Reagan,1983,13
Minnesota,MN,Ronald Reagan,1984,16
Minnesota,MN,Ronald Reagan,1985,4
Minnesota,MN,Ronald Reagan,1986,3
Minnesota,MN,Ronald Reagan,1987,3
Minnesota,MN,Ronald Reagan,1988,4
Minnesota,MN,Ronald Reagan,1989,1
Minnesota,MN,Theodore Roosevelt,1903,4
Minnesota,MN,Warren G. Harding,1923,2
Minnesota,MN,William Howard Taft,1909,1
Minnesota,MN,William J. Clinton,1993,22
Minnesota,MN,William J. Clinton,1994,34
Minnesota,MN,William J. Clinton,1995,8
Minnesota,MN,William J. Clinton,1996,17
Minnesota,MN,William J. Clinton,1997,32
Minnesota,MN,William J. Clinton,1998,14
Minnesota,MN,William J. Clinton,1999,18
Minnesota,MN,William J. Clinton,2000,46
Minnesota,MN,William J. Clinton,2001,1
Minnesota,MN,Woodrow Wilson,1913,1
Minnesota,MN,Woodrow Wilson,1914,1
Minnesota,MN,Woodrow Wilson,1919,1
Mississippi,MS,Abraham Lincoln,1860,3
Mississippi,MS,Andrew Johnson,1866,1
Mississippi,MS,Barack Obama,2009,4
Mississippi,MS,Barack Obama,2010,26
Mississippi,MS,Barack Obama,2011,2
Mississippi,MS,Barack Obama,2012,11
Mississippi,MS,Barack Obama,2013,5
Mississippi,MS,Barack Obama,2014,3
Mississippi,MS,Barack Obama,2015,6
Mississippi,MS,Barack Obama,2016,12
Mississippi,MS,Barack Obama,2017,1
Mississippi,MS,Calvin Coolidge,1925,1
Mississippi,MS,Calvin Coolidge,1927,3
Mississippi,MS,Calvin Coolidge,1928,2
Mississippi,MS,Donald J. Trump (1st Term),2017,8
Mississippi,MS,Donald J. Trump (1st Term),2018,107
Mississippi,MS,Donald J. Trump (1st Term),2019,52
Mississippi,MS,Donald J. Trump (1st Term),2020,13
Mississippi,MS,Donald J. Trump (2nd Term),2025,4
Mississippi,MS,Dwight D. Eisenhower,1953,1
Mississippi,MS,Dwight D. Eisenhower,1957,1
Mississippi,MS,Dwight D. Eisenhower,1958,1
Mississippi,MS,Dwight D. Eisenhower,1959,1
Mississippi,MS,Franklin D. Roosevelt,1933,1
Mississippi,MS,Franklin D. Roosevelt,1934,3
Mississippi,MS,Franklin D. Roosevelt,1935,2
Mississippi,MS,Franklin D. Roosevelt,1937,1
Mississippi,MS,Franklin D. Roosevelt,1938,2
Mississippi,MS,Franklin D. Roosevelt,1939,1
Mississippi,MS,George Bush,1989,25
Mississippi,MS,George Bush,1990,4
Mississippi,MS,George Bush,1991,11
Mississippi,MS,George Bush,1992,29
Mississippi,MS,George W. Bush,2001,3
Mississippi,MS,George W. Bush,2002,57
Mississippi,MS,George W. Bush,2003,63
Mississippi,MS,George W. Bush,2004,12
Mississippi,MS,George W. Bush,2005,107
Mississippi,MS,George W. Bush,2006,96
Mississippi,MS,George W. Bush,2007,26
Mississippi,MS,George W. Bush,2008,10
Mississippi,MS,Gerald R. Ford,1974,2
Mississippi,MS,Gerald R. Ford,1975,7
Mississippi,MS,Gerald R. Ford,1976,34
Mississippi,MS,Herbert Hoover,1928,1
Mississippi,MS,Herbert Hoover,1929,3
Mississippi,MS,Herbert Hoover,1930,1
Mississippi,MS,Herbert Hoover,1931,1
Mississippi,MS,Herbert Hoover,1932,3
Mississippi,MS,James Monroe,1821,1
Mississippi,MS,Jimmy Carter,1977,23
Mississippi,MS,Jimmy Carter,1978,27
Mississippi,MS,Jimmy Carter,1979,20
Mississippi,MS,Jimmy Carter,1980,22
Mississippi,MS,John F. Kennedy,1961,1
Mississippi,MS,John F. Kennedy,1962,9
Mississippi,MS,John F. Kennedy,1963,15
Mississippi,MS,"Joseph R. Biden, Jr.",2021,34
Mississippi,MS,"Joseph R. Biden, Jr.",2022,13
Mississippi,MS,"Joseph R. Biden, Jr.",2023,16
Mississippi,MS,"Joseph R. Biden, Jr.",2024,4
Mississippi,MS,Lyndon B. Johnson,1964,15
Mississippi,MS,Lyndon B. Johnson,1965,6
Mississippi,MS,Lyndon B. Johnson,1966,5
Mississippi,MS,Lyndon B. Johnson,1967,3
Mississippi,MS,Lyndon B. Johnson,1968,4
Mississippi,MS,Richard Nixon,1969,3
Mississippi,MS,Richard Nixon,1971,5
Mississippi,MS,Richard Nixon,1973,9
Mississippi,MS,Richard Nixon,1974,10
Mississippi,MS,Ronald Reagan,1981,1
Mississippi,MS,Ronald Reagan,1982,3
Mississippi,MS,Ronald Reagan,1983,8
Mississippi,MS,Ronald Reagan,1984,9
Mississippi,MS,Ronald Reagan,1985,5
Mississippi,MS,Ronald Reagan,1986,2
Mississippi,MS,Ronald Reagan,1987,3
Mississippi,MS,Ronald Reagan,1988,9
Mississippi,MS,Warren G. Harding,1921,1
Mississippi,MS,Warren G. Harding,1922,1
Mississippi,MS,Warren G. Harding,1923,1
Mississippi,MS,William Howard Taft,1909,6
Mississippi,MS,William J. Clinton,1993,20
Mississippi,MS,William J. Clinton,1994,7
Mississippi,MS,William J. Clinton,1995,8
Mississippi,MS,William J. Clinton,1996,8
Mississippi,MS,William J. Clinton,1997,10
Mississippi,MS,William J. Clinton,1998,13
Mississippi,MS,William J. Clinton,1999,13
Mississippi,MS,William J. Clinton,2000,26
Mississippi,MS,Woodrow Wilson,1919,1
Missouri,MO,Abraham Lincoln,1858,2
Missouri,MO,Abraham Lincoln,1860,1
Missouri,MO,Barack Obama,2009,8
Missouri,MO,Barack Obama,2010,51
Missouri,MO,Barack Obama,2011,20
Missouri,MO,Barack Obama,2012,12
Missouri,MO,Barack Obama,2013,11
Missouri,MO,Barack Obama,2014,16
Missouri,MO,Barack Obama,2015,4
Missouri,MO,Barack Obama,2016,9
Missouri,MO,Barack Obama,2017,1
Missouri,MO,Calvin Coolidge,1923,1
Missouri,MO,Calvin Coolidge,1926,3
Missouri,MO,Calvin Coolidge,1928,1
Missouri,MO,Donald J. Trump (1st Term),2016,1
Missouri,MO,Donald J. Trump (1st Term),2017,7
Missouri,MO,Donald J. Trump (1st Term),2018,123
Missouri,MO,Donald J. Trump (1st Term),2019,15
Missouri,MO,Donald J. Trump (1st Term),2020,15
Missouri,MO,Donald J. Trump (2nd Term),2025,14
Missouri,MO,Dwight D. Eisenhower,1953,5
Missouri,MO,Dwight D. Eisenhower,1954,1
Missouri,MO,Dwight D. Eisenhower,1959,1
Missouri,MO,Franklin D. Roosevelt,1933,2
Missouri,MO,Franklin D. Roosevelt,1934,2
Missouri,MO,Franklin D. Roosevelt,1935,1
Missouri,MO,Franklin D. Roosevelt,1936,10
Missouri,MO,Franklin D. Roosevelt,1937,2
Missouri,MO,Franklin D. Roosevelt,1941,1
Missouri,MO,Franklin D. Roosevelt,1944,4
Missouri,MO,George Bush,1989,7
Missouri,MO,George Bush,1990,7
Missouri,MO,George Bush,1991,43
Missouri,MO,George Bush,1992,59
Missouri,MO,George W. Bush,2001,24
Missouri,MO,George W. Bush,2002,58
Missouri,MO,George W. Bush,2003,24
Missouri,MO,George W. Bush,2004,106
Missouri,MO,George W. Bush,2005,17
Missouri,MO,George W. Bush,2006,67
Missouri,MO,George W. Bush,2007,10
Missouri,MO,George W. Bush,2008,11
Missouri,MO,Gerald R. Ford,1974,15
Missouri,MO,Gerald R. Ford,1975,22
Missouri,MO,Gerald R. Ford,1976,31
Missouri,MO,Herbert Hoover,1929,2
Missouri,MO,Herbert Hoover,1930,1
Missouri,MO,James K. Polk,1845,1
Missouri,MO,Jimmy Carter,1977,2
Missouri,MO,Jimmy Carter,1978,9
Missouri,MO,Jimmy Carter,1979,8
Missouri,MO,Jimmy Carter,1980,29
Missouri,MO,John F. Kennedy,1961,1
Missouri,MO,John F. Kennedy,1962,4
Missouri,MO,John F. Kennedy,1963,2
Missouri,MO,"Joseph R. Biden, Jr.",2021,16
Missouri,MO,"Joseph R. Biden, Jr.",2022,5
Missouri,MO,"Joseph R. Biden, Jr.",2023,14
Missouri,MO,"Joseph R. Biden, Jr.",2024,4
Missouri,MO,Lyndon B. Johnson,1964,24
Missouri,MO,Lyndon B. Johnson,1965,7
Missouri,MO,Lyndon B. Johnson,1966,3
Missouri,MO,Lyndon B. Johnson,1967,1
Missouri,MO,Lyndon B. Johnson,1968,2
Missouri,MO,Richard Nixon,1969,1
Missouri,MO,Richard Nixon,1970,21
Missouri,MO,Richard Nixon,1971,6
Missouri,MO,Richard Nixon,1972,4
Missouri,MO,Richard Nixon,1973,3
Missouri,MO,Ronald Reagan,1981,4
Missouri,MO,Ronald Reagan,1982,8
Missouri,MO,Ronald Reagan,1983,21
Missouri,MO,Ronald Reagan,1984,12
Missouri,MO,Ronald Reagan,1985,6
Missouri,MO,Ronald Reagan,1986,40
Missouri,MO,Ronald Reagan,1987,3
Missouri,MO,Ronald Reagan,1988,18
Missouri,MO,Theodore Roosevelt,1902,1
Missouri,MO,Theodore Roosevelt,1903,6
Missouri,MO,Theodore Roosevelt,1905,3
Missouri,MO,Ulysses S. Grant,1876,3
Missouri,MO,Warren G. Harding,1921,1
Missouri,MO,Warren G. Harding,1923,3
Missouri,MO,William Howard Taft,1909,6
Missouri,MO,William Howard Taft,1910,1
Missouri,MO,William Howard Taft,1911,3
Missouri,MO,William J. Clinton,1993,27
Missouri,MO,William J. Clinton,1994,37
Missouri,MO,William J. Clinton,1995,14
Missouri,MO,William J. Clinton,1996,62
Missouri,MO,William J. Clinton,1997,28
Missouri,MO,William J. Clinton,1998,13
Missouri,MO,William J. Clinton,1999,16
Missouri,MO,William J. Clinton,2000,49
Missouri,MO,William J. Clinton,2001,1
Missouri,MO,Woodrow Wilson,1916,1
Missouri,MO,Woodrow Wilson,1919,2
Montana,MT,Barack Obama,2009,30
Montana,MT,Barack Obama,2010,9
Montana,MT,Barack Obama,2011,1
Montana,MT,Barack Obama,2012,3
Montana,MT,Barack Obama,2013,2
Montana,MT,Barack Obama,2014,3
Montana,MT,Barack Obama,2015,5
Montana,MT,Barack Obama,2016,8
Montana,MT,Benjamin Harrison,1889,1
Montana,MT,Calvin Coolidge,1924,1
Montana,MT,Calvin Coolidge,1925,2
Montana,MT,Calvin Coolidge,1927,1
Montana,MT,Donald J. Trump (1st Term),2017,4
Montana,MT,Donald J. Trump (1st Term),2018,129
Montana,MT,Donald J. Trump (1st Term),2019,3
Montana,MT,Donald J. Trump (1st Term),2020,13
Montana,MT,Donald J. Trump (2nd Term),2025,2
Montana,MT,Dwight D. Eisenhower,1956,1
Montana,MT,Dwight D. Eisenhower,1957,1
Montana,MT,Franklin D. Roosevelt,1934,3
Montana,MT,Franklin D. Roosevelt,1936,5
Montana,MT,Franklin D. Roosevelt,1937,5
Montana,MT,Franklin D. Roosevelt,1940,1
Montana,MT,Franklin D. Roosevelt,1942,3
Montana,MT,George Bush,1989,30
Montana,MT,George Bush,1990,23
Montana,MT,George Bush,1991,5
Montana,MT,George Bush,1992,6
Montana,MT,George W. Bush,2001,13
Montana,MT,George W. Bush,2002,4
Montana,MT,George W. Bush,2003,7
Montana,MT,George W. Bush,2004,4
Montana,MT,George W. Bush,2005,21
Montana,MT,George W. Bush,2006,38
Montana,MT,Gerald R. Ford,1974,1
Montana,MT,Gerald R. Ford,1975,5
Montana,MT,Gerald R. Ford,1976,5
Montana,MT,Herbert Hoover,1930,3
Montana,MT,Herbert Hoover,1932,1
Montana,MT,Jimmy Carter,1977,4
Montana,MT,Jimmy Carter,1978,2
Montana,MT,Jimmy Carter,1979,1
Montana,MT,Jimmy Carter,1980,2
Montana,MT,John F. Kennedy,1961,1
Montana,MT,John F. Kennedy,1962,1
Montana,MT,John F. Kennedy,1963,15
Montana,MT,"Joseph R. Biden, Jr.",2021,9
Montana,MT,"Joseph R. Biden, Jr.",2022,4
Montana,MT,"Joseph R. Biden, Jr.",2023,6
Montana,MT,"Joseph R. Biden, Jr.",2024,2
Montana,MT,"Joseph R. Biden, Jr.",2025,1
Montana,MT,Lyndon B. Johnson,1964,40
Montana,MT,Lyndon B. Johnson,1965,5
Montana,MT,Lyndon B. Johnson,1966,12
Montana,MT,Lyndon B. Johnson,1967,3
Montana,MT,Lyndon B. Johnson,1968,9
Montana,MT,Richard Nixon,1970,3
Montana,MT,Richard Nixon,1971,16
Montana,MT,Ronald Reagan,1982,26
Montana,MT,Ronald Reagan,1983,1
Montana,MT,Ronald Reagan,1985,1
Montana,MT,Ronald Reagan,1986,1
Montana,MT,Ronald Reagan,1987,1
Montana,MT,Ronald Reagan,1988,7
Montana,MT,Theodore Roosevelt,1903,6
Montana,MT,Theodore Roosevelt,1905,1
Montana,MT,William Howard Taft,1910,1
Montana,MT,William J. Clinton,1993,7
Montana,MT,William J. Clinton,1994,7
Montana,MT,William J. Clinton,1995,36
Montana,MT,William J. Clinton,1996,1
Montana,MT,William J. Clinton,1997,9
Montana,MT,William J. Clinton,1998,4
Montana,MT,William J. Clinton,1999,10
Montana,MT,William J. Clinton,2000,21
Montana,MT,William J. Clinton,2001,13
Montana,MT,Woodrow Wilson,1919,4
Nebraska,NE,Abraham Lincoln,1858,13
Nebraska,NE,Barack Obama,2009,2
Nebraska,NE,Barack Obama,2010,8
Nebraska,NE,Barack Obama,2011,1
Nebraska,NE,Barack Obama,2012,4
Nebraska,NE,Barack Obama,2013,2
Nebraska,NE,Barack Obama,2014,10
Nebraska,NE,Barack Obama,2015,8
Nebraska,NE,Barack Obama,2016,8
Nebraska,NE,Barack Obama,2017,1
Nebraska,NE,Calvin Coolidge,1926,2
Nebraska,NE,Donald J. Trump (1st Term),2016,1
Nebraska,NE,Donald J. Trump (1st Term),2017,14
Nebraska,NE,Donald J. Trump (1st Term),2018,23
Nebraska,NE,Donald J. Trump (1st Term),2019,21
Nebraska,NE,Donald J. Trump (1st Term),2020,40
Nebraska,NE,Donald J. Trump (2nd Term),2025,14
Nebraska,NE,Dwight D. Eisenhower,1953,1
Nebraska,NE,Dwight D. Eisenhower,1954,1
Nebraska,NE,Dwight D. Eisenhower,1958,1
Nebraska,NE,Franklin D. Roosevelt,1935,4
Nebraska,NE,Franklin D. Roosevelt,1936,13
Nebraska,NE,Franklin D. Roosevelt,1937,3
Nebraska,NE,Franklin D. Roosevelt,1938,1
Nebraska,NE,Franklin D. Roosevelt,1940,1
Nebraska,NE,Franklin D. Roosevelt,1942,2
Nebraska,NE,Franklin D. Roosevelt,1944,1
Nebraska,NE,George Bush,1989,8
Nebraska,NE,George Bush,1990,45
Nebraska,NE,George Bush,1991,5
Nebraska,NE,George Bush,1992,5
Nebraska,NE,George W. Bush,2001,15
Nebraska,NE,George W. Bush,2002,1
